"sim","n","censoring","alpha_analytical","beta_analytical","gamma_analytical","time_analytical","se_alpha_analytical","se_beta_analytical","se_gamma_analytical"
28,2500,"light",0.999660596743655,0.497313934773018,0.240086428226088,NA,0.0396159812794917,0.00664978652856407,0.0460980890211638
29,2500,"light",1.05539837516341,0.495742222198709,0.203633656896699,NA,0.0409392422989837,0.00681826885613324,0.0470742257330062
30,2500,"light",1.02355115456409,0.498897703484015,0.277515846213655,NA,0.0426411081353898,0.00726000544645019,0.0491434786309813
31,2500,"light",0.928526415121148,0.51527038312471,0.260350265816536,NA,0.0449297489242735,0.00761635127099865,0.0499119452648754
32,2500,"light",1.04484811543643,0.499209070711582,0.259533195040066,NA,0.0407280024193568,0.00688660305823824,0.0464334311244926
33,2500,"light",1.03322961217029,0.493865664288298,0.225899764402214,NA,0.0414973727414768,0.00663924552473984,0.0485456173566111
34,2500,"light",0.96338797607837,0.513057239098463,0.234825068249848,NA,0.0433959027795077,0.00733151160983195,0.049110076339879
35,2500,"light",0.984610977479641,0.502377273486317,0.26727065157574,NA,0.043800100204477,0.00689262286920874,0.0497847024183469
36,2500,"light",1.002164762088,0.497904381406518,0.278623812938533,NA,0.0446125146582991,0.00743511994833926,0.0483376929881132
37,2500,"light",1.01262053012528,0.497611852885665,0.219665945125318,NA,0.040955509204947,0.00663824785473054,0.0477062315135767
38,2500,"light",1.03076035890203,0.483133081322786,0.307255185646695,NA,0.0444047256024474,0.0072117163217987,0.048920663771329
39,2500,"light",1.04831444154588,0.484300937628865,0.298224692488552,NA,0.0420422854053567,0.00657141372561267,0.0490391976391519
40,2500,"light",1.03617067443578,0.489162727015711,0.266895303854371,NA,0.0439942665151833,0.00702899569456267,0.0499254866729353
41,2500,"light",1.10345024245804,0.48832641031421,0.249747791312575,NA,0.0426828272820178,0.00717988824474143,0.0479693467518566
42,2500,"light",1.01643709313361,0.498981620867892,0.25162733928133,NA,0.0446006897899939,0.00745946468259676,0.0498106032089117
43,2500,"light",0.918318179491287,0.512496545726709,0.366295470159497,NA,0.043175164265641,0.00735757007854228,0.048452201747883
44,2500,"light",1.0301626334736,0.511025343063347,0.187601710183726,NA,0.042796543912064,0.00728436218116192,0.0495115478108312
45,2500,"light",0.996114474232899,0.502255156281243,0.286005177219631,NA,0.0427500581563474,0.00735577923581241,0.048869162209793
46,2500,"light",1.03012195821619,0.500987473991652,0.263328754327945,NA,0.0434735011069896,0.00727644417602208,0.0496437487684198
47,2500,"light",1.03656839528069,0.48858093876526,0.207025466824069,NA,0.0411279687021632,0.00677879374373946,0.0472085147611934
48,2500,"light",0.962080082521505,0.511282317570713,0.236276115727084,NA,0.0464005759524844,0.00727506491937471,0.0535035793915496
49,2500,"light",1.06852816101973,0.500124533998907,0.146185380159561,NA,0.0425086503056614,0.00698585592895874,0.0490869335308016
50,2500,"light",0.997270271110786,0.511445129181187,0.221567159601373,NA,0.0415272975267404,0.00720399023372665,0.0472336077682043
51,2500,"light",0.924531488322281,0.499009406033107,0.330445419466034,NA,0.0432059806698692,0.00710365458270045,0.0488631776153528
52,2500,"light",1.07408013919778,0.479866462581436,0.278555791932444,NA,0.0432096652506521,0.00709171464934897,0.0490614160601795
53,2500,"light",1.04184859746686,0.484496772559049,0.248009035243596,NA,0.0407200035800675,0.00680557191730166,0.046169362806835
54,2500,"light",0.988445767234646,0.50318823547901,0.266474392254133,NA,0.0431016741384635,0.00706728211960741,0.0496468949324762
55,2500,"light",0.940435036895309,0.510466559548315,0.245232999604977,NA,0.0432236603458336,0.00729989106392862,0.0478572747704249
56,2500,"light",0.964232873319671,0.506507060415748,0.242674318821279,NA,0.0428375950753951,0.0072119251671213,0.0486634501693002
57,2500,"light",0.997298904515297,0.493491767021701,0.336103215846426,NA,0.0444360051709368,0.00728577814826538,0.0499873103623753
58,2500,"light",1.00522408743094,0.49946302745808,0.163856307981205,NA,0.0429507131920094,0.00705466135251112,0.0484430321355366
59,2500,"light",1.02879557030336,0.495133433314818,0.263534145627242,NA,0.0429893924082736,0.00668022728661405,0.0482594496565578
60,2500,"light",0.973519360570026,0.506242565452324,0.28779445966964,NA,0.0465708696143966,0.00749255568400212,0.0523839727375219
61,2500,"light",1.00399652227884,0.496280901211219,0.267727516480211,NA,0.043493078894254,0.00732450098386612,0.0498444481867173
62,2500,"light",0.961783241655626,0.499627953763272,0.301053998762181,NA,0.0443257755429539,0.00710397922714503,0.0505000784106395
63,2500,"light",0.952662348014408,0.504376460237814,0.291891986638709,NA,0.0436092667859848,0.00736529233131607,0.0492646418689903
64,2500,"light",1.00389813766921,0.49639621274376,0.264367043168619,NA,0.0448086874238033,0.00715987821408634,0.0506421904013779
65,2500,"light",0.944353322186706,0.506465837829135,0.214103653450173,NA,0.0438309693591541,0.0071017502128101,0.04939967314549
66,2500,"light",0.910427165477498,0.511080437860202,0.257799318608038,NA,0.0431758870624139,0.00716651619982209,0.0480870091282442
67,2500,"light",0.972385084654785,0.505371811137921,0.263490054042297,NA,0.0441774635859787,0.00724562528072064,0.0485000143537849
68,2500,"light",1.03583663585455,0.496667162822908,0.162686441482863,NA,0.0409194521370609,0.006584308038397,0.0474116256928287
69,2500,"light",0.949000571753492,0.50897825448443,0.248323713602446,NA,0.0424331766468793,0.00702561252017544,0.0490565687128176
70,2500,"light",0.977239751156012,0.5043604922991,0.305427759434789,NA,0.0426725732751168,0.00737106495435647,0.047854760820387
71,2500,"light",0.998231024302342,0.489343783603937,0.312977340088845,NA,0.0423352948062893,0.00645104856950511,0.0489604305130014
72,2500,"light",1.00667020963626,0.490297299438751,0.308809355855294,NA,0.0426352735396478,0.00710311287457162,0.048543012820209
73,2500,"light",0.947867150064754,0.50883639913358,0.313137976289722,NA,0.043595970589975,0.00763623318628614,0.0490767968775664
74,2500,"light",1.00557484167794,0.491320946031719,0.324146841769653,NA,0.0417681245944761,0.00697890933187666,0.0480018773935171
75,2500,"light",0.99568045816073,0.505586346492843,0.211402807328935,NA,0.0416350231339234,0.0067047913546639,0.0468802988314133
76,2500,"light",1.03498855885322,0.494457137084413,0.202846243587797,NA,0.0435111584255538,0.00704320626292441,0.0492587989215667
77,2500,"light",0.994678701773644,0.500995046418024,0.257351621469262,NA,0.0422005248181976,0.00711716297956373,0.0479871891563732
78,2500,"light",1.0406860619498,0.49939652760195,0.273614517505356,NA,0.0428213973369163,0.00675458951293386,0.0496077127962856
79,2500,"light",0.963971296043945,0.505558381074042,0.263223576290127,NA,0.0426879021486257,0.00715979518406744,0.0478248397226875
80,2500,"light",1.05377394451138,0.491986417209752,0.18557020362314,NA,0.0424697165815039,0.00691607543596348,0.0472367328710903
81,2500,"light",0.974136871980204,0.502779845138497,0.270701886647121,NA,0.0424960922134801,0.00731104657504627,0.0497634725427768
82,2500,"light",0.999691651252629,0.504417135016385,0.207004273338191,NA,0.0400993056065212,0.00660381683911663,0.0470118345357658
83,2500,"light",1.02528283211437,0.495268360274136,0.230657288278431,NA,0.0439547592493061,0.00712641085264653,0.0494141291989184
84,2500,"light",1.02783910003369,0.497119535274574,0.138153925986188,NA,0.0434274361773011,0.00671670883897987,0.0505080070297317
85,2500,"light",0.990138965774753,0.508061842547398,0.200541653222275,NA,0.0424151723005497,0.00696859679175033,0.0478698293671951
86,2500,"light",1.02439093932822,0.500749088063705,0.244218200162728,NA,0.0419673782140012,0.00707433945674714,0.0472064154578717
87,2500,"light",0.901869970683665,0.512844003558239,0.330290625246555,NA,0.0430701755508561,0.00686569788630929,0.0485241033924151
88,2500,"light",0.934898709815684,0.513012503128401,0.315605365304801,NA,0.0446082329371394,0.0075518563288263,0.0488995992840415
89,2500,"light",0.987945418599611,0.496946019941951,0.26613849211208,NA,0.0429813961920189,0.00716162683576753,0.0487120100538152
90,2500,"light",1.02793419971616,0.502042100059516,0.233370825636178,NA,0.0436696339838706,0.00735204516460395,0.0482271297044114
91,2500,"light",1.00899325989228,0.506721414856058,0.194917645353792,NA,0.0439416741909236,0.00730035376711763,0.0508670037904557
92,2500,"light",1.0486651156466,0.495787809813024,0.231432218630374,NA,0.0434391801798406,0.00716109636005358,0.0504057789567453
93,2500,"light",1.04882302228194,0.504575609956416,0.17774586881936,NA,0.0439365282110249,0.00721447096325465,0.0490005071031843
94,2500,"light",1.05599991527188,0.493112502371865,0.281344818022636,NA,0.0445812722956539,0.00709226502736209,0.0503048114515277
95,2500,"light",0.932098891893693,0.506145728083301,0.29229748120582,NA,0.0444822915847193,0.00732404516357479,0.0509651147800631
96,2500,"light",1.01989529470764,0.499835576086672,0.18104818566919,NA,0.0444494516892479,0.00738741684147582,0.051003524477931
97,2500,"light",1.02068167290954,0.498176318259868,0.263727387427509,NA,0.0435396536890544,0.00712389967765727,0.0510670512281772
98,2500,"light",0.993459387260993,0.504071793469897,0.282032931728557,NA,0.0446904561789754,0.00739779320356473,0.0502772681504309
99,2500,"light",0.97375971965665,0.514274301330163,0.216242692383733,NA,0.0437536506586253,0.00733685045141446,0.0501921811036645
100,2500,"light",0.986391954503037,0.511255747960491,0.226812995098664,NA,0.0416853548998546,0.00694881646792884,0.0467002133697849
1,5000,"light",0.964473147986451,0.507223292368892,0.218623328614396,NA,0.0297657975332872,0.00504394572399511,0.0338755024687256
2,5000,"light",0.970693686270441,0.496777813668558,0.338180982708039,NA,0.0309755836814946,0.0050667638299993,0.0347674213355936
3,5000,"light",0.938046673432568,0.508731372189382,0.265080534487758,NA,0.0315045051332305,0.00515617016516742,0.0357459269759645
4,5000,"light",1.00645943034844,0.492514501740484,0.248373887398658,NA,0.0289098673685717,0.00482887642870978,0.0331113070708238
5,5000,"light",0.970781440499548,0.498275110294471,0.28515248423963,NA,0.029493521706867,0.00490551690455632,0.0333802621720507
6,5000,"light",1.02379611358189,0.491018664774005,0.30663284617671,NA,0.0303183517031274,0.00493425195739778,0.03501226146404
7,5000,"light",0.981560078222142,0.506136668017049,0.248753762864841,NA,0.0307683450270127,0.00505843030049459,0.0344957664867896
8,5000,"light",1.02427312340578,0.502190133006884,0.212407704107129,NA,0.03046469710922,0.00501669469789271,0.034709437895684
9,5000,"light",0.956947681734006,0.507087587973962,0.264564055285431,NA,0.0302950857173545,0.00502262788176827,0.0339603637534377
10,5000,"light",1.00073470871624,0.491790328007766,0.312311875691271,NA,0.0303062455565893,0.00501449445127936,0.0347624990951762
11,5000,"light",1.03893330993376,0.492096939443184,0.24632140222551,NA,0.0301760148317073,0.00488788717683053,0.0338175872564076
12,5000,"light",1.04610600766465,0.494873263767956,0.203195796172115,NA,0.0292406980353695,0.00480071504839132,0.0331196219638114
13,5000,"light",0.994799940076007,0.496634905028174,0.248793698625907,NA,0.0304024793933474,0.00489492055173636,0.0351435975602237
14,5000,"light",1.00473268097406,0.497573572024992,0.246820776079363,NA,0.029961475495933,0.00497431352675602,0.034688176327601
15,5000,"light",0.996745062887491,0.502253227256767,0.246474429795574,NA,0.0296098082424098,0.0049356066729579,0.0337553376685822
16,5000,"light",0.963019871474918,0.510331888341132,0.241979958058347,NA,0.0296147790523496,0.00495043016221869,0.0336316520397891
17,5000,"light",0.964143295379648,0.510669323909249,0.262937411961559,NA,0.0305754382991243,0.00509959783171475,0.0349606786800595
18,5000,"light",0.984304103501995,0.506487353409479,0.266314825749758,NA,0.0309521101407126,0.00517603942354609,0.0351649106378088
19,5000,"light",0.968604597761253,0.508190621450577,0.264749870657625,NA,0.0315197579378535,0.0053622796995566,0.0358151219672994
20,5000,"light",1.00912689327274,0.49525113574286,0.279962693813934,NA,0.030493767912038,0.00511273339096796,0.0344789000104409
21,5000,"light",1.05783109935872,0.490711778088086,0.240077445239826,NA,0.0294460800771277,0.00474335628802991,0.0337104355997811
22,5000,"light",0.964763075727507,0.504164202187404,0.271962702006186,NA,0.0309560660663282,0.00522304820735105,0.0348037779259005
23,5000,"light",1.01211022967002,0.494390096943778,0.298416660657158,NA,0.0309151405356119,0.00516033791576902,0.035324866067662
24,5000,"light",1.01120723202458,0.496626394197386,0.276935092668737,NA,0.030115643334154,0.00512227271333156,0.0342622608407711
25,5000,"light",0.950197930923383,0.505693003239502,0.276969592255752,NA,0.030690467367748,0.00515268760147235,0.0342607752604125
26,5000,"light",0.99275852372736,0.496485290240481,0.301627099922268,NA,0.0295863260883318,0.00489424594344572,0.0336216451002384
27,5000,"light",0.983423976898761,0.498297824326897,0.242891856006294,NA,0.0293124473031171,0.00482838138794642,0.033607084005998
28,5000,"light",0.985527959388275,0.505676130610877,0.331138091448135,NA,0.0318866404383327,0.00546778178559071,0.0359703307416538
29,5000,"light",0.976427182435914,0.498584552201073,0.254755970797285,NA,0.0297918405979954,0.0048835490102267,0.0345896632422926
30,5000,"light",0.999702695103306,0.509356698666362,0.211652402377258,NA,0.0299736716346178,0.00507633041361158,0.03438429237485
31,5000,"light",0.972958480618766,0.504829634996668,0.287595519644501,NA,0.0318611836378763,0.00541994376172639,0.0357465940443698
32,5000,"light",1.03231433114075,0.496790498482706,0.243847402029112,NA,0.0309610018340732,0.00520922643403455,0.0351930607563054
33,5000,"light",0.966956894294133,0.500709574310437,0.274185666512157,NA,0.0298497032493423,0.00496385269892736,0.0336322343629349
34,5000,"light",0.963437770774181,0.494781187854826,0.333515093612852,NA,0.0293609391150563,0.00484251498105304,0.0335090128594393
35,5000,"light",0.975763372317159,0.4985462625842,0.279625194007786,NA,0.0307137727232841,0.00494619804076632,0.0348080816532401
36,5000,"light",0.999446486601423,0.504394573642062,0.223850593145666,NA,0.0303429401233343,0.00499863810899315,0.0342042202431006
37,5000,"light",0.993879886738152,0.496503153333015,0.285331180072478,NA,0.0292728099277253,0.0047537801487242,0.0331398667283517
38,5000,"light",1.01368867445835,0.496913934021616,0.295678778038557,NA,0.0311976012029862,0.00499569538949335,0.035513167025483
39,5000,"light",0.990858810218407,0.498589953287255,0.222593132861687,NA,0.0298836364004516,0.00494292110739966,0.0340251515001893
40,5000,"light",0.934565835180802,0.503920019033118,0.279732739573491,NA,0.0306420848622012,0.0048933280894463,0.0354198017830987
41,5000,"light",1.00026018286071,0.502800677672987,0.228520935578271,NA,0.0296267955185081,0.00492997798145696,0.0334894856332947
42,5000,"light",0.98508249248866,0.497626848875111,0.26599470446968,NA,0.0302726548904155,0.00497897786705309,0.0342992715125833
43,5000,"light",1.00819722816796,0.499791708815727,0.228621942517165,NA,0.03034784934581,0.00509130796047882,0.0348362245302047
44,5000,"light",1.03725221183072,0.49008597986475,0.205549430827552,NA,0.02968079638927,0.00490328211065203,0.0345344428270073
45,5000,"light",0.976656345101617,0.5061609196706,0.236534711256675,NA,0.0313497306333015,0.00502860993454767,0.0357519459288755
46,5000,"light",1.04311338005134,0.494602092453626,0.208194049903781,NA,0.0291936616504445,0.00471717809344518,0.0336587882434784
47,5000,"light",1.0135162867575,0.501100614469149,0.24330069020531,NA,0.0309860198633577,0.00511889269061151,0.0349584508112666
48,5000,"light",0.959938439614703,0.501419933565755,0.280251118645886,NA,0.030306132077577,0.0050322346261243,0.0339470716687577
49,5000,"light",0.967077250060084,0.494100322521619,0.350301408453266,NA,0.0302408233711971,0.00510618939395146,0.0337241598302194
50,5000,"light",1.02016125989574,0.498163373212526,0.189866836845168,NA,0.0293885614212636,0.00483331720374991,0.0340155790490914
51,5000,"light",0.987382411387992,0.499578763394393,0.215738892064306,NA,0.0298411655480578,0.00500545930324709,0.0341390909628648
52,5000,"light",0.97212026423119,0.507980332231292,0.277862827094906,NA,0.0321194878230097,0.00526616923815477,0.0368668035127589
53,5000,"light",1.0151226510449,0.498655470163991,0.22398340991,NA,0.030236115755459,0.00522544193022882,0.0340790387272466
54,5000,"light",1.01776511876514,0.49109242767585,0.274120807488752,NA,0.0300213983839677,0.00494867023160988,0.0341189631644331
55,5000,"light",0.987375123876586,0.50467731159905,0.250576824595777,NA,0.0305861784268439,0.00507497149157599,0.0345202030948824
56,5000,"light",1.04202803299168,0.490764737651508,0.232323994620231,NA,0.0304606327151928,0.00508134029500889,0.0347426049375254
57,5000,"light",1.01421887177294,0.502886086608305,0.220699595248038,NA,0.0310783434234655,0.00521172582022076,0.0349824831298094
58,5000,"light",1.01179583953282,0.503849612826257,0.215591786083052,NA,0.0302469527895675,0.00510478856414925,0.0338113738578829
59,5000,"light",0.989159777791871,0.50180670702721,0.246398093966321,NA,0.030192128309863,0.00499932543669218,0.0346822298703334
60,5000,"light",0.997584051409737,0.499496081731573,0.256862361342049,NA,0.030758424002101,0.00496791598143612,0.035006666519915
61,5000,"light",0.980840343743888,0.499797060410604,0.317274775771128,NA,0.0309547784197717,0.00513402327077851,0.0350915177417585
62,5000,"light",0.966637591940029,0.502213443536429,0.273847373920658,NA,0.0302690269140446,0.00492599761761346,0.0342178677098132
63,5000,"light",1.02055138830711,0.502877130981153,0.174537426698167,NA,0.029926427750878,0.00489307616587212,0.0345348637928561
64,5000,"light",1.0322456095466,0.494270085643695,0.228036296856713,NA,0.0303348442671206,0.00494485455035427,0.0342002601019443
65,5000,"light",1.01329698163541,0.503848543422971,0.182899328453358,NA,0.0299896388343398,0.00499197849709286,0.0338784655982408
66,5000,"light",0.975585710339124,0.497413806579709,0.269895506893924,NA,0.0297826292129101,0.00485974710992798,0.0342151624813123
67,5000,"light",1.02057325095608,0.495271434489066,0.22533630521541,NA,0.0299856806675323,0.00489661225057791,0.0343839694137508
68,5000,"light",0.993481366410039,0.498808259262771,0.269322274267728,NA,0.0312390751077492,0.005209025856351,0.0351238110444672
69,5000,"light",0.9593049026605,0.502253254425274,0.28898760329357,NA,0.0311948186618024,0.00515386420611753,0.0354749378916532
70,5000,"light",0.942986051857902,0.507899401579667,0.296386171328878,NA,0.0313787598483689,0.00523618764624518,0.0352408133740857
71,5000,"light",1.0141907678306,0.501724990728592,0.185815524749905,NA,0.0303601054393809,0.00496843936523067,0.0346820013207851
72,5000,"light",1.0084196608351,0.494561716008751,0.26781379081472,NA,0.0300011930245227,0.00500871781213824,0.0351591345752466
73,5000,"light",1.01535895965241,0.502001427760803,0.23307064806817,NA,0.0313617253614427,0.00514377728907734,0.0364363940773358
74,5000,"light",0.993029338203635,0.499841191646907,0.242395451844089,NA,0.0311573849201664,0.00511281138752156,0.0354055809825207
75,5000,"light",0.981912798208852,0.492404216625939,0.287673205460666,NA,0.0311829288715374,0.00524742678862432,0.0349876558485335
76,5000,"light",1.01062915231655,0.498692809447186,0.219615138640969,NA,0.0301186491419638,0.00484016740174257,0.0341824776527886
77,5000,"light",1.00432545331482,0.502714315903013,0.202703945988401,NA,0.0311386180926975,0.00516628879002862,0.0354970893453352
78,5000,"light",0.999483375562125,0.500318318896787,0.280543435302594,NA,0.0305296881427117,0.0049472647749943,0.0351347296234909
79,5000,"light",1.02603486245771,0.50106106414203,0.229670715959278,NA,0.0308392154451181,0.00507082949263127,0.0348250327923198
80,5000,"light",1.06873384884775,0.497364953688943,0.199513087104173,NA,0.0311588900003136,0.00497373872815766,0.0352614946961833
81,5000,"light",0.967766806210324,0.513095481164378,0.225076149921674,NA,0.0301190392636066,0.00501996894794408,0.0341483540376475
82,5000,"light",0.984599282289779,0.502515488636624,0.262609378201928,NA,0.0301522526993121,0.00501394428789141,0.0343652322318548
83,5000,"light",0.945438155910759,0.508323363332446,0.274681310925316,NA,0.030790892677774,0.00510619799657782,0.0346734544712625
84,5000,"light",1.00628928339368,0.49326048848385,0.25556242006595,NA,0.0305380911657423,0.00492670566651397,0.0346768784835463
85,5000,"light",1.03020349860508,0.49814109594486,0.298059459835221,NA,0.0311803732515318,0.00541913745444675,0.0347720115894739
86,5000,"light",0.995550980651902,0.494514525412933,0.278835691194174,NA,0.0301532702129662,0.00498081575190951,0.0342719991031726
87,5000,"light",0.99766645717883,0.491340466303093,0.281115044991575,NA,0.0300411611380221,0.00482786839842647,0.034498770156827
88,5000,"light",1.04108323582572,0.493965047604962,0.25621784985704,NA,0.0302364981263716,0.00486903622457083,0.0343028113343761
89,5000,"light",0.995401018024797,0.49677681150565,0.256782952762892,NA,0.0300815076383825,0.00505383975779561,0.0340438937684136
90,5000,"light",1.0529266493933,0.497751821484272,0.179547165504533,NA,0.0304881683987239,0.00494644363092258,0.0347997103176901
91,5000,"light",1.0043604400592,0.4938642101437,0.28462314700767,NA,0.0300334822339191,0.00499254567959151,0.0346423252991479
92,5000,"light",0.929619538235485,0.510456744044199,0.284113490347441,NA,0.0322255727104977,0.00536406977169279,0.0364707983448946
93,5000,"light",1.03843504226162,0.496268908846563,0.198185001852137,NA,0.0292673142200619,0.0047586953402908,0.0339808950941638
94,5000,"light",0.981043159688973,0.501615934477926,0.26424079520196,NA,0.0319881297488094,0.00523394747343324,0.0361396566367812
95,5000,"light",1.00955481438169,0.495767119311534,0.236662822972406,NA,0.0296971312084756,0.00491789680679142,0.0334983371752934
96,5000,"light",1.02806618888365,0.502797122873789,0.180444916694829,NA,0.0296780224266804,0.00495831500073195,0.0341680055939752
97,5000,"light",1.00437992414885,0.501345774002784,0.258867898349718,NA,0.0312259045613136,0.00512922444537263,0.0361897838322074
98,5000,"light",0.977398874613565,0.505642453830298,0.292689474316862,NA,0.0310628922315615,0.00519309494473377,0.0347379954063238
99,5000,"light",0.993919403806432,0.502589844653909,0.267928035254223,NA,0.03080199464043,0.00524155858654568,0.0346485182535879
100,5000,"light",1.01444887089911,0.495876892753334,0.231831928655145,NA,0.0312385104283025,0.00523680320213641,0.0349299215491046
1,500,"heavy",1.01987893830201,0.515391329162103,0.218999811603492,NA,0.141835729964099,0.0297460028584267,0.142929701476528
2,500,"heavy",0.871030101524301,0.554273875075541,0.569487687549164,NA,0.166975445414345,0.0348101810845077,0.16235121420061
3,500,"heavy",1.13241757608811,0.538988072603275,0.0335571610291193,NA,0.164651734200025,0.0359572470245766,0.155890401152352
4,500,"heavy",0.930650876903412,0.543826821955821,0.0975094453864861,NA,0.131313043661004,0.0274835382255229,0.139154582370022
5,500,"heavy",0.83556785826025,0.558438210732954,0.546394320558117,NA,0.165713045532144,0.0335241344758251,0.154920542649981
6,500,"heavy",1.01910322670708,0.491938493522147,0.270190950371549,NA,0.136837779488557,0.0268579656599229,0.138578768598333
7,500,"heavy",0.682746670611394,0.53624635044548,0.507060865451763,NA,0.159055552748878,0.0288546572441254,0.148006757546438
8,500,"heavy",0.982756015774581,0.535797104303435,0.145014341444733,NA,0.142929898077792,0.0277365487889016,0.152503000220669
9,500,"heavy",1.11712024159876,0.499631612888714,0.195938283325982,NA,0.145381238309039,0.0284773851469179,0.145702025821314
10,500,"heavy",0.846881410077826,0.549923961152113,0.211615101434374,NA,0.152340826334821,0.0283389951863154,0.142290161761751
11,500,"heavy",1.1555938032595,0.462770383615642,0.187679935553312,NA,0.126159838638706,0.0230598108516339,0.134673546632052
12,500,"heavy",0.884319742569587,0.496347528731734,0.486552273602435,NA,0.139111381270021,0.0252408741222349,0.144796074519759
13,500,"heavy",1.13430730094683,0.494254788800256,0.280202371785024,NA,0.137461561474331,0.0263314151709262,0.143118766454307
14,500,"heavy",1.08411019378074,0.506421791884477,0.328327219038655,NA,0.129119300191288,0.0275727780884721,0.14057051592252
15,500,"heavy",1.13612268916881,0.533864982130888,-0.0663046458128447,NA,0.14090355008732,0.026291095010825,0.14976590857491
16,500,"heavy",1.14471256586599,0.514398636482951,-0.0126441307589092,NA,0.140895993619638,0.0288884749143035,0.136908087276492
17,500,"heavy",1.05451267029605,0.489792064602751,0.225936226267639,NA,0.13679399728873,0.0230480145847679,0.152582760133742
18,500,"heavy",1.01424343397464,0.503716266570193,0.385993690453296,NA,0.14590476655904,0.0299788505607468,0.1439878526176
19,500,"heavy",1.04014803942614,0.449362862202652,0.142239863332408,NA,0.123052148198486,0.0189710979506036,0.138426000998608
20,500,"heavy",0.993370849844528,0.473253061837536,0.522977577705547,NA,0.160039824825522,0.0284572470332017,0.152051387656926
21,500,"heavy",1.03322751753725,0.489271258334092,0.30761257398279,NA,0.146640800047464,0.0257826628311526,0.148881508106017
22,500,"heavy",0.81653442656533,0.554862805925145,0.225274198617024,NA,0.15710683013891,0.030714036135274,0.161575908941386
23,500,"heavy",0.868612889330216,0.540884144862727,0.247367540446594,NA,0.145064483180927,0.0271092106509271,0.147562057343905
24,500,"heavy",1.02008676941336,0.494842262211171,0.0956084527412185,NA,0.134955703156074,0.0251222687654684,0.1464240787934
25,500,"heavy",1.10409454169558,0.466885776491478,0.198308868538491,NA,0.131804429502031,0.0230457809501563,0.13503633094822
26,500,"heavy",1.04330349701024,0.478444266247474,0.113515357823799,NA,0.134690960843942,0.0258131541382185,0.141689593011651
27,500,"heavy",1.01255837324143,0.49979559486914,0.339783605260266,NA,0.153415122847088,0.027896845598549,0.155792636421705
28,500,"heavy",1.08279672900641,0.486895661588406,-0.0807963080225946,NA,0.126760034581673,0.0244861324634573,0.146392015717517
29,500,"heavy",0.901191413674559,0.49686526584242,0.384040800239356,NA,0.130873971847336,0.0228613447613395,0.129264286696821
30,500,"heavy",0.978821901696278,0.547816239092526,-0.0376483661838913,NA,0.132631026715544,0.0258644871712691,0.147825464947038
31,500,"heavy",1.06979191515745,0.438291486883314,0.166155460200856,NA,0.134796692932673,0.0209418712016507,0.14548683374363
32,500,"heavy",1.03610589663667,0.489444457459867,0.305279766529292,NA,0.11790571323008,0.024422346009496,0.123361838433605
33,500,"heavy",0.742566750270063,0.560775180166225,0.36100552685772,NA,0.140722148625005,0.0278629966144745,0.141869756296732
34,500,"heavy",1.37907126287386,0.420856556667357,-0.191702686567813,NA,0.113640636923163,0.0208425639909856,0.139570199127158
35,500,"heavy",1.06845321244685,0.512891338362021,0.263228189235993,NA,0.137279170140069,0.025872120989434,0.142836733819393
36,500,"heavy",0.868475638764271,0.536425662256011,0.374915911714519,NA,0.153843300974788,0.0284717938729985,0.155118439157923
37,500,"heavy",0.686284721098689,0.583005704858783,0.344688868215356,NA,0.150632285217576,0.0311676161393245,0.148849796420803
38,500,"heavy",1.19749715533906,0.443890252632648,0.283458857748552,NA,0.134526105219154,0.0256181844443866,0.141049258533746
39,500,"heavy",1.14927543834359,0.4748096987296,0.121830433530784,NA,0.121646712054262,0.0234117356918749,0.134336119377481
40,500,"heavy",0.818612032139425,0.545367929049991,0.209603405885329,NA,0.151539017780094,0.0305352992328508,0.146667961806247
41,500,"heavy",1.23037599390441,0.427336205135601,0.218921270905963,NA,0.150497683043456,0.0282704806483543,0.165371857117976
42,500,"heavy",0.826887679288038,0.534775506146332,0.439607064041039,NA,0.14229277112557,0.0274883868468955,0.145110313674491
43,500,"heavy",1.17262618533255,0.439698842047074,0.306993011848488,NA,0.136960947646104,0.0248318519452954,0.144150482783422
44,500,"heavy",1.11776966580084,0.468851189470119,0.232787819031047,NA,0.125960732999362,0.0268108409945433,0.143341994284219
45,500,"heavy",1.22297841830935,0.465587982936618,0.0320886515875586,NA,0.135480413890843,0.0264061183410862,0.154338009195034
46,500,"heavy",1.04687346279042,0.519960159458798,0.222598168938584,NA,0.140154096320693,0.0272559656176864,0.135867458940568
47,500,"heavy",1.05573293634863,0.429452876490451,0.161551883186096,NA,0.134068391591332,0.0204771833652089,0.151326984761816
48,500,"heavy",0.993889666400991,0.465347062030627,0.255314540111791,NA,0.132557499790578,0.0234345607649286,0.137498478778455
49,500,"heavy",0.737861651612905,0.552284284660422,0.110941124260446,NA,0.135535558197869,0.0241692873298979,0.146689037177603
50,500,"heavy",0.993149838692336,0.519507537409566,0.229591994303591,NA,0.138389557309219,0.0270856263371158,0.143905302399522
51,500,"heavy",1.03497388745922,0.485423879489224,0.503069375603785,NA,0.135692871003596,0.0267512607659732,0.134511324254968
52,500,"heavy",0.710705411893879,0.569453103832477,0.112125057742617,NA,0.14467507449466,0.027123592501881,0.140471084236929
53,500,"heavy",1.16864153630947,0.476628103103074,0.095939311652234,NA,0.148202166898893,0.0272436933149543,0.16345433433841
