"sim","n","censoring","alpha_analytical","beta_analytical","gamma_analytical","time_analytical","se_alpha_analytical","se_beta_analytical","se_gamma_analytical"
88,500,"light",0.931666987567271,0.519911072269205,0.13259934876206,NA,0.0969198194828137,0.0162907055449944,0.106236099248029
89,500,"light",1.11596402983318,0.483436717348028,0.123913971147827,NA,0.0888703513029173,0.014139459457569,0.104292000090554
90,500,"light",1.01455146449639,0.512501122087064,0.104574334346363,NA,0.0952973469501855,0.0160646977686026,0.113447693178106
91,500,"light",0.809916901796,0.522616873987244,0.12503761215912,NA,0.0925425471717766,0.01527394529377,0.108677949848468
92,500,"light",0.897428120022647,0.506115089568782,0.317428739943134,NA,0.100019084568933,0.0155476446207831,0.117918386005744
93,500,"light",1.11854101233052,0.484849967670268,0.222785764117314,NA,0.0877407727916076,0.0134829974377758,0.104903798793829
94,500,"light",1.00441117043624,0.497129838863007,0.332896755185589,NA,0.102063711809276,0.0159704533785574,0.115947069295044
95,500,"light",1.11037809368925,0.48992485536449,0.099227740142014,NA,0.0936853335200452,0.0147529483314033,0.107550948183742
96,500,"light",0.949722382132701,0.514632713436201,0.167588101047251,NA,0.0976203695225837,0.0155158668468622,0.114107051775396
97,500,"light",0.870230361965545,0.500871600584944,0.323934952250273,NA,0.0959288829070273,0.0153635198802529,0.108867291702053
98,500,"light",1.15358588051071,0.489100234184165,0.0750123646813618,NA,0.0883097447368486,0.0150949513112898,0.104211815681588
99,500,"light",0.978151093327292,0.501878748162091,0.507360325841475,NA,0.109705967162874,0.017015276987717,0.12368811932774
100,500,"light",0.963247577753667,0.508783380467453,0.407403446984026,NA,0.106680056666624,0.0178479502177177,0.114888458493426
1,1000,"light",0.950593815966028,0.515224326214705,0.228434445380084,NA,0.0710494676473765,0.012419291797455,0.0819315354171929
2,1000,"light",1.10404936818974,0.492187239782814,0.202078482983919,NA,0.0679456788359868,0.010814402034021,0.0773310046853386
3,1000,"light",0.923477797355764,0.507238602122497,0.305893132840885,NA,0.0653369551065625,0.0102574739379473,0.0747728942826034
4,1000,"light",1.01283816631581,0.489940672570502,0.406699613990222,NA,0.0659301663296554,0.0109735619622028,0.0758638359867094
5,1000,"light",1.14328195805031,0.495115510275304,0.111605976232471,NA,0.0632375836466424,0.0106130627132508,0.0707689365007589
6,1000,"light",1.02549272266096,0.499948041678626,0.22209369064989,NA,0.0744183857778181,0.0124275634235672,0.0815934363205116
7,1000,"light",1.13660699321185,0.49489964914153,0.0792702048645576,NA,0.0656426385374966,0.0104985290186391,0.0783108839393379
8,1000,"light",0.936354937775405,0.524815902239421,0.289350314591668,NA,0.0777782190306582,0.013626945931296,0.0851266643600252
9,1000,"light",0.894886463861697,0.507070408649572,0.310882143999251,NA,0.0626842657383075,0.010459924470786,0.0714926469120509
10,1000,"light",0.942074304103246,0.511644189909345,0.251788867409876,NA,0.0696798664222315,0.0115543916868486,0.0794323365166408
11,1000,"light",1.01073705546981,0.483251041100285,0.316114123661361,NA,0.063827348349929,0.010230291094943,0.0717175274761778
12,1000,"light",1.01654209290986,0.503226506659519,0.181427120593809,NA,0.0676734286579861,0.0110029413732102,0.0789929212070802
13,1000,"light",1.01002621645737,0.493309353301745,0.295075037590815,NA,0.069840747637814,0.010937142422404,0.0793743204709754
14,1000,"light",0.967741743923868,0.495884757211207,0.308796862003453,NA,0.0733778110034302,0.0117142703225282,0.0877841021757291
15,1000,"light",0.967906702559752,0.492236118157607,0.224614493806227,NA,0.0679261090344156,0.0110737918922199,0.0729892676136979
16,1000,"light",0.944032977892241,0.508619751469154,0.314908016994758,NA,0.0739746534142983,0.0118638845901569,0.0828828093316921
17,1000,"light",1.07567116902726,0.492978947936262,0.195041655174257,NA,0.0678685115781314,0.0110290111654451,0.0748307719133382
18,1000,"light",0.975553704135339,0.509509092006518,0.277817847534174,NA,0.0671617357356156,0.011427773413346,0.0760187025591619
19,1000,"light",0.934854816157435,0.523655104322899,0.211048272524606,NA,0.0654656364892448,0.0108951216776645,0.0730232415962979
20,1000,"light",1.01506034867462,0.493829894382408,0.219380554427941,NA,0.0643031775403941,0.0110760207395583,0.0713530306126043
21,1000,"light",0.969259374246502,0.514972746068565,0.29755927010459,NA,0.0788703978507453,0.0127020624049401,0.084242393831519
22,1000,"light",1.03348114346052,0.489343191164349,0.172671002461613,NA,0.0624613784511998,0.0105003632397863,0.069323673490543
23,1000,"light",1.00865413088389,0.509758601455425,0.211027549968293,NA,0.0698998153998278,0.0107705025928147,0.0802270315035605
24,1000,"light",1.05407866545296,0.490085340524201,0.2198535944004,NA,0.0654180371308931,0.0101643718101046,0.0779018921926496
25,1000,"light",0.993627718049196,0.501414465317267,0.212694866608051,NA,0.0715084417754837,0.0117653981927425,0.0768926395371462
26,1000,"light",0.968648041981351,0.510410706195329,0.263391229786112,NA,0.0661479475589661,0.0105589443090584,0.0756411244388869
27,1000,"light",1.08980883159062,0.49408324111257,0.134978589903877,NA,0.0673507804899463,0.0109031042251893,0.0767464400897405
28,1000,"light",1.0231086702429,0.500630983362021,0.305174117292452,NA,0.0655350475917368,0.0116691612660513,0.0726019346022888
29,1000,"light",0.99785022280543,0.501746427252038,0.194712664963758,NA,0.0687074363468122,0.0112904562108871,0.0783641128231386
30,1000,"light",0.998215920501718,0.497238603221069,0.244669364641022,NA,0.0615262802258975,0.0108560108540572,0.0702825793534925
31,1000,"light",1.04419267123312,0.498832329831908,0.169389302357154,NA,0.0683571238550075,0.0115086953756669,0.0775959610439604
32,1000,"light",1.18622473033708,0.47129596481205,0.164487873307543,NA,0.073148593842046,0.0128338697057655,0.0826542737108332
33,1000,"light",1.12187109196987,0.487378090926238,0.117683194582853,NA,0.067229257621412,0.0114454867266372,0.0781972374141253
34,1000,"light",0.987545175823824,0.507862078427197,0.224850115567259,NA,0.0710334178879435,0.0121013320961835,0.0807875306194457
35,1000,"light",0.992068614853653,0.496965479039604,0.291234694671419,NA,0.0704678756783196,0.0108156962870469,0.0803960045190803
36,1000,"light",1.06584861220179,0.48300493608853,0.335515872141755,NA,0.0733548600313591,0.0121446431680605,0.0857438304842724
37,1000,"light",1.04150678088944,0.491906819611086,0.338314754563992,NA,0.065541215227444,0.0109855051012614,0.077759380915159
38,1000,"light",1.00145936770002,0.491391480400868,0.304183146047968,NA,0.0657343779787314,0.0110590531548678,0.0752150986422804
39,1000,"light",0.938109943934151,0.512118156139295,0.231318619016289,NA,0.0669059075457136,0.0111728139215985,0.0761723017638784
40,1000,"light",1.07281011319118,0.494693146548606,0.205841412930435,NA,0.0679815431441993,0.0113860103622218,0.0767293700398105
41,1000,"light",0.98357341219245,0.510666851944384,0.184533453994423,NA,0.0626783380350939,0.0100565197203754,0.0742291332850584
42,1000,"light",1.03369756439353,0.493933988460897,0.262595761096331,NA,0.0633197556761158,0.0103953357769256,0.0736398991710246
43,1000,"light",0.99772525597195,0.484270605750202,0.319366743192605,NA,0.070897804490977,0.0118450832330333,0.0780209661780405
44,1000,"light",0.954549122064283,0.50936645104031,0.301822746609326,NA,0.0685180823523017,0.0118393173687574,0.0805108667120764
45,1000,"light",0.961407835139601,0.505944394103561,0.236898405082461,NA,0.0617106625585719,0.0102522053605401,0.0704621940187675
46,1000,"light",1.03425899166575,0.488225257400728,0.29376439872267,NA,0.0653896165634582,0.0102122040043592,0.0763482187735695
47,1000,"light",0.9439500152525,0.498602627000963,0.354637649836107,NA,0.0694305707736925,0.0115338546896702,0.0775409483123484
48,1000,"light",0.880678745135882,0.52962979378783,0.20463262455972,NA,0.0730707670871962,0.0119652298451897,0.0864625383158562
49,1000,"light",0.932932579649587,0.521977729416667,0.273869059015705,NA,0.0673919084066528,0.0113322373047643,0.0790616875981095
50,1000,"light",0.97877412019626,0.496635788715991,0.320177651046601,NA,0.0700192320012588,0.0124286267486305,0.0781610844496169
51,1000,"light",1.04925083225577,0.497116269883493,0.215762582350759,NA,0.0737826452334131,0.0123198969621652,0.0829801772368821
52,1000,"light",0.9181307070984,0.504870740009082,0.265514150487104,NA,0.0669958847571123,0.0104296992848147,0.074748623900853
53,1000,"light",1.05221938862713,0.500485319483255,0.282105831593582,NA,0.0681073357047376,0.0112691046304098,0.0782069429927706
54,1000,"light",0.762692431356936,0.517484945446999,0.4667614597873,NA,0.0723028451671209,0.0115035099939246,0.0795755796496143
55,1000,"light",1.10177144277662,0.503568931150017,0.142711545192259,NA,0.0688125450592675,0.0114634015221132,0.0783440149917616
56,1000,"light",0.96993971368066,0.505249588496669,0.305595350213697,NA,0.0671572056461354,0.011332188860279,0.0778558733983138
57,1000,"light",1.01995903932838,0.496356326208583,0.187467566321667,NA,0.0642956108681751,0.010523164974654,0.0739313218453605
58,1000,"light",0.956781482235008,0.513161888099381,0.276739613311136,NA,0.068256178575312,0.0114248341103552,0.0751894794186675
59,1000,"light",1.01811980680637,0.507463709925785,0.172495708344619,NA,0.0698753082930409,0.0114227382936455,0.0748558103563318
60,1000,"light",1.06763072261651,0.482248815893566,0.3894585221262,NA,0.0753922861921935,0.012111458954092,0.0807414416297481
61,1000,"light",0.961466013965625,0.498300518872544,0.297937551816996,NA,0.0667564219764309,0.0106323707005279,0.0802665773016163
62,1000,"light",1.02245750214626,0.494068257784822,0.365580378993883,NA,0.0715127332731699,0.0114773010654385,0.0801928865221504
63,1000,"light",0.970150765871026,0.502858264249572,0.242287021039841,NA,0.0678645878699865,0.0111502887977105,0.0772608931671516
64,1000,"light",1.02633932418898,0.478508545392358,0.364354915714102,NA,0.0634450634627754,0.0100166891140189,0.0734170915900167
65,1000,"light",0.947869864784119,0.511016171028497,0.421641612579697,NA,0.0699614875928581,0.0121989142007139,0.0775056225528678
66,1000,"light",0.964847828996429,0.495108534656797,0.323048178200577,NA,0.0653184870458528,0.0107528123768337,0.075096877382091
67,1000,"light",1.06465622899521,0.500849969363442,0.208785641771937,NA,0.0672957585058906,0.0109637119910641,0.0771877693934476
68,1000,"light",0.963944114969951,0.510771615192525,0.226167337884572,NA,0.0694845089817611,0.0110683075987892,0.0799021342942294
69,1000,"light",0.880840603857672,0.52690902073207,0.296706056659038,NA,0.0681271575674708,0.0119676559697365,0.0762532373425171
70,1000,"light",1.01835094913321,0.502000442775559,0.261660284000596,NA,0.0694672295740092,0.012303590016427,0.0800215497762267
71,1000,"light",1.11893553669903,0.492359395928056,0.128423777064417,NA,0.0641901817503825,0.0104784322039523,0.0724734911469511
72,1000,"light",1.01384925528029,0.484395300458766,0.31599512982935,NA,0.0681903514680485,0.0112182355727087,0.0768115818752927
73,1000,"light",1.03441846212638,0.489009209300576,0.259881976281034,NA,0.0696720923166849,0.0116039452852624,0.0782005126550056
74,1000,"light",1.12120129750175,0.485850661578131,0.235302553045086,NA,0.066352726202821,0.0106443875895759,0.0771383590248696
75,1000,"light",0.914612543255725,0.499458072551298,0.355787908422535,NA,0.0646300956618604,0.0105018138632466,0.0739285018387567
76,1000,"light",1.09956788089685,0.477988304693719,0.324605707293768,NA,0.0669645273557403,0.0105922294349654,0.0762177648649656
77,1000,"light",1.03266754869019,0.499129124483986,0.304373211265807,NA,0.0717944818588278,0.0121559985394296,0.0819780321879627
78,1000,"light",1.08341424901378,0.487388231192557,0.169684584813155,NA,0.0640031729895734,0.0103921235191921,0.0723446315511953
79,1000,"light",1.00076210022223,0.498328461074444,0.296240734031657,NA,0.0652222451608366,0.010113691024644,0.0745869404779781
80,1000,"light",0.929979719541077,0.514543364399367,0.369097259890057,NA,0.070515759426395,0.0116547672291949,0.0791534106573529
81,1000,"light",1.10319000585956,0.481687960099613,0.128296925921193,NA,0.0613004436166998,0.0107862158014453,0.0731872984032443
82,1000,"light",0.962287253559827,0.520421543624016,0.251958099743686,NA,0.0715038075417531,0.0123076376019264,0.0774986787592533
83,1000,"light",0.88449375461091,0.529445733650385,0.260006385281499,NA,0.0680988597845102,0.0110501444154825,0.0767260565842676
84,1000,"light",0.999413373551868,0.490339249329779,0.309872606321802,NA,0.0681178985190309,0.010533125828067,0.0753380871612642
85,1000,"light",1.0056866689665,0.496152801450526,0.26406833177687,NA,0.0707795421868359,0.0112149876564293,0.0845856105792131
86,1000,"light",1.05722873461305,0.480291259217142,0.212300145235114,NA,0.0654881513293168,0.0112522070334561,0.073288305132154
87,1000,"light",0.980530395200052,0.495716071485289,0.364227804270996,NA,0.0659281122081717,0.0110488532384062,0.0726349644770947
88,1000,"light",1.08741361955593,0.502324914459111,0.193490717802251,NA,0.0653803483830038,0.0110980437585174,0.0764904552596977
89,1000,"light",0.989137553126542,0.484334897542886,0.26565866930796,NA,0.0652626187069712,0.0107288747981511,0.0752651347611383
90,1000,"light",1.06179285731554,0.505056524416691,0.216938831903744,NA,0.0704631482428018,0.0112078258866697,0.0816518474405121
91,1000,"light",0.920884608762896,0.515940418365302,0.317240125176435,NA,0.0714823456724509,0.0126093801878908,0.081539801303447
92,1000,"light",1.00487198946039,0.499880622804604,0.254171501944781,NA,0.0639839428380851,0.0103822560858088,0.0771544386826238
93,1000,"light",0.948442790113956,0.493035203113186,0.384328446956834,NA,0.0646032004618094,0.0107950929285638,0.0720235501418693
94,1000,"light",1.12252071284767,0.482118256660117,0.222933814372409,NA,0.0689055525287963,0.0109453405204122,0.0787025725618665
95,1000,"light",0.948191347822966,0.524535289553458,0.248153879606398,NA,0.0772658927399505,0.0138074692951826,0.0900174011940214
96,1000,"light",0.917447648057125,0.512147854650314,0.187475623985054,NA,0.0646397553881159,0.0103398420339118,0.0768638352433553
97,1000,"light",0.933571287579456,0.52559351450064,0.271796905162995,NA,0.0676488228390524,0.0120714329824132,0.0766077705659937
98,1000,"light",0.991263740151637,0.519180213443947,0.284735597133448,NA,0.0697963850153285,0.0114856199727418,0.0832030762828618
99,1000,"light",1.02249041164497,0.508464024041258,0.188877473887459,NA,0.0654583365160063,0.0112605271969293,0.0753862237171904
100,1000,"light",1.13650654359295,0.471774459543198,0.100102604521338,NA,0.0635412573966154,0.00961022693838683,0.0722001926357087
1,2500,"light",1.00901660987183,0.492032056688552,0.276838799382817,NA,0.0425402810568754,0.00703007494386102,0.0492573977766309
2,2500,"light",1.0381414600428,0.489546063163477,0.212753103142758,NA,0.041359342204629,0.00658637016711891,0.047834723010558
3,2500,"light",0.938889926797253,0.50261929071092,0.25656204151674,NA,0.042472075610463,0.00687455350178782,0.0478709057236872
4,2500,"light",0.969893106098388,0.510922518629885,0.201752184058047,NA,0.0431088138005105,0.00744425927362517,0.0486968687714903
5,2500,"light",0.982882832432599,0.502153828260394,0.300219858836694,NA,0.0435762969033033,0.00713965032852572,0.0485660325721464
6,2500,"light",1.02398349634128,0.496215485920424,0.183872741153695,NA,0.0419582893048935,0.00676562768711556,0.0485468330092058
7,2500,"light",0.980883987945481,0.502411685190384,0.250365726577649,NA,0.0427086240443945,0.00712495819027998,0.0490192294102619
8,2500,"light",0.996554506176683,0.493611701742421,0.314777008995586,NA,0.0439935609194181,0.00713619582781003,0.0491392550063929
9,2500,"light",1.04273417796559,0.493797906401626,0.24598111433873,NA,0.0404555076180875,0.00641190869990295,0.047251983440675
10,2500,"light",0.984923961758599,0.504297809836616,0.270097367601584,NA,0.0425648567075916,0.00675225378359705,0.0504643841921352
11,2500,"light",0.970973770932588,0.51156181329691,0.259575495712339,NA,0.0424091860938725,0.00701607626837481,0.0494788274857632
12,2500,"light",1.09162931687452,0.491522656855788,0.194402350763406,NA,0.0423808552539056,0.00677314778705528,0.0482386549477034
13,2500,"light",0.969461457946715,0.500664531037557,0.306414908592309,NA,0.0431762867218816,0.00713108479679102,0.0498359396613715
14,2500,"light",1.03919182432973,0.492292294649619,0.220167399310028,NA,0.0414529569446372,0.00690191686359393,0.0473435253142802
15,2500,"light",0.968662061557676,0.502207125764943,0.295158045004927,NA,0.0454334358509302,0.0075126057153569,0.0502390215986552
16,2500,"light",0.993073947279247,0.502833905973515,0.207903730453115,NA,0.0435530893837676,0.00713391567264903,0.0485105432830403
17,2500,"light",0.99758986780099,0.498611568516825,0.30948711726477,NA,0.043204757524002,0.0072979896380797,0.0482315767517984
18,2500,"light",0.951505272406413,0.510884880580708,0.335713678712825,NA,0.044507086310912,0.00750580616999878,0.050748095925214
19,2500,"light",1.00636372684193,0.500067415315899,0.243281665265699,NA,0.0445694482594819,0.00744370443004779,0.0502541005866647
20,2500,"light",1.01726712261864,0.497512020491343,0.215088177201286,NA,0.042725255927675,0.00693631544757352,0.0492043554456655
21,2500,"light",0.954087895872072,0.498636200658633,0.222537305815887,NA,0.0405353521331076,0.00656642514957432,0.0453659235308076
22,2500,"light",0.997841305821342,0.496440902109344,0.316270812329074,NA,0.0438930928750765,0.00757251834715965,0.0497254364020473
23,2500,"light",1.045565834802,0.495053228067982,0.244563508413438,NA,0.0417410897927283,0.00703484920063313,0.047301060015027
24,2500,"light",0.943254196342986,0.508947184479258,0.252724418967185,NA,0.0431210751259539,0.00735040221563332,0.0486886863176827
25,2500,"light",0.945700645414404,0.515886428305735,0.196449602974438,NA,0.0428961842716257,0.00685506537069142,0.0506337881513944
26,2500,"light",1.01530490290604,0.492808981537857,0.238154945902757,NA,0.0426655249238284,0.00700737929923125,0.0487420195201365
27,2500,"light",0.963379627527127,0.496658097790842,0.277652532711028,NA,0.0431521049275029,0.00685761675815514,0.0490042856716597
