"sim","alpha_lognorm","beta_lognorm","gamma_lognorm","se_alpha_lognorm","se_beta_lognorm","se_gamma_lognorm","aic_lognorm","bic_lognorm","alpha_loglog","beta_loglog","gamma_loglog","se_alpha_loglog","se_beta_loglog","se_gamma_loglog","aic_loglog","bic_loglog","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","aic_expo","bic_expo","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","aic_weibull","bic_weibull","alpha_pwe","beta_pwe","gamma_pwe","se_alpha_pwe","se_beta_pwe","se_gamma_pwe","aic_pwe","bic_pwe"
21,1.05382114786755,0.481318435682766,0.280655175702959,0.128846406445588,0.0772657037500702,0.108829369488659,1282.97335882025,1297.6966246572,1.05854079889873,0.474622180677591,0.280288275618412,0.127112288442669,0.0760456664339433,0.108739053829579,1293.46900241427,1308.19226825122,1.11518864970257,0.395830517643982,0.278109208546177,0.120050362049297,0.0627210649913491,0.111221414460728,1987.8222509426,1997.63776150056,1.04728959010385,0.484146770039787,0.287027760241458,0.131624595149485,0.0787719811233372,0.108974730619431,1396.81732560691,1411.54059144386,1.04979221418797,0.482866451060878,0.284235288123505,0.129936052492473,0.07790379769035,0.108860778529895,1419.18981258739,1473.17512065619
22,1.13078095200395,0.381846456280607,0.195620616429966,0.122671899169207,0.0899384657599425,0.0932980296551541,1301.37239487239,1316.09566070934,1.14298241956623,0.367743134179033,0.196622133079547,0.120916383251335,0.088137871501105,0.0935120471491798,1325.23942335747,1339.96268919442,1.18427554170064,0.307962345842414,0.196837038868403,0.115331117086688,0.0811129999670021,0.095892691796163,1976.39792344893,1986.2134340069,1.11977076571384,0.393453693686506,0.191169111723933,0.123619355714999,0.0912949790093723,0.0930658339043916,1424.95402872401,1439.67729456096,1.12731711491462,0.385623144102317,0.192727495376632,0.122596291419073,0.0902695489280517,0.0934870325705824,1438.46085236968,1492.44616043848
23,0.925377616081991,0.584816463721854,0.260356812825365,0.112994672219876,0.0798935967631238,0.0920917267870771,1289.42524625856,1304.14851209551,0.945369311532512,0.561913353460689,0.262475727570125,0.110321589842107,0.0750660445472143,0.092727397376976,1300.91297590977,1315.63624174671,0.999398359021548,0.476778689790006,0.271876919164925,0.103527637808666,0.0640745977101281,0.0928244780375442,1969.50139430009,1979.31690485805,0.906210310285496,0.604050630964623,0.259150391646741,0.115658239486462,0.0846726256097827,0.0903404254458036,1418.76874664182,1433.49201247877,0.924626360137943,0.585219230347773,0.259701804039636,0.112039636670481,0.0793485287421992,0.0907791341062691,1411.17258517742,1465.15789324622
24,1.03516645045402,0.452415885620121,0.336000707239334,0.1116022261714,0.0818698887669928,0.0961613425314009,1239.07899321689,1253.80225905383,1.04749119671976,0.438486570623,0.333958510001994,0.107312685695933,0.079387153957085,0.0960958446440271,1251.60984691689,1266.33311275383,1.07464659436388,0.388447940613864,0.330738162722264,0.0959556991306758,0.0650913036106503,0.0960345389696826,1966.91757005019,1976.73308060815,1.0300190210559,0.458836577029392,0.33551109780191,0.115749736059437,0.0855525931852999,0.0958105594724993,1356.02856201073,1370.75182784768,1.03651402514846,0.452061215813119,0.333095516247808,0.111233279509892,0.0821576586792944,0.095937579739363,1359.23329434119,1413.21860240999
25,1.05625467203406,0.415745291573951,0.240401677997476,0.119915089195612,0.0813305787165978,0.0744849760349428,1277.34358812769,1292.06685396464,1.06066594815134,0.40907224315737,0.239740739788472,0.117723003854115,0.0783109541845389,0.0744227022977462,1291.32277307516,1306.04603891211,1.11034528997375,0.337097939824444,0.238443678099056,0.107607110123562,0.0664684946779202,0.0777829795564327,1991.14147137175,2000.95698192972,1.05228993240751,0.419977214341788,0.240415969863364,0.121443508704409,0.0836819663426332,0.0746170980367203,1405.23342282426,1419.95668866121,1.05602273739474,0.416478877674285,0.239015812389306,0.120125946768535,0.0819011190396585,0.0747345686192801,1405.65005777318,1459.63536584199
26,1.04774687064823,0.44702723710621,0.290911766061395,0.095129124658836,0.0710440428956015,0.0820316873086198,1240.20086925416,1254.92413509111,1.05240163003895,0.439614076971328,0.291115738921498,0.0959636994240996,0.0705039493119782,0.0823115346886328,1258.04371315882,1272.76697899577,1.03709962718647,0.418595026249957,0.287313368864559,0.0965402607350573,0.0623544645466223,0.0788287433126766,1907.63312171673,1917.44863227469,1.03802752812923,0.455120061121615,0.290858217018344,0.0960596976190907,0.0717454830242609,0.0811706447289164,1387.75506152939,1402.47832736634,1.04532581258056,0.447712899306782,0.29145012535794,0.0951974170370345,0.0709135875452436,0.0816679290065483,1378.25639664685,1432.24170471565
27,0.997121249950861,0.538154728413492,0.181961723494888,0.107791530051841,0.0850704828997216,0.0938855427305301,1261.52380335632,1276.24706919326,1.01997065179842,0.514288724422599,0.183642147234925,0.108795870303483,0.0826984936933876,0.0934089333600112,1266.86412585744,1281.58739169439,1.06358492125008,0.439584091444615,0.193544684882275,0.113615806271405,0.0746810635816226,0.0931436877440461,1988.76609049594,1998.58160105391,0.978589208362329,0.555906190204957,0.178900617084006,0.108244413054309,0.0874166166006764,0.09484754875528,1375.54692467406,1390.27019051101,0.997199241579942,0.538347597654809,0.180196946182432,0.10725240074933,0.0842914993428876,0.0941685221852899,1349.41672578772,1403.40203385652
28,1.01160526359549,0.497124909573672,0.314415503597049,0.123923040611218,0.0933434224437203,0.0764689257829029,1142.19332935813,1156.91659519508,1.02350923181046,0.482744238915478,0.316674800953673,0.122248329963099,0.0912558278155747,0.0768518711155662,1156.40548202231,1171.12874785926,1.09765174804675,0.382448554193211,0.315681003324333,0.115228548999799,0.0787047034388072,0.0768312030064041,1902.59168150029,1912.40719205826,0.997804587017624,0.509469574799112,0.316287422268098,0.126506280417932,0.0959730306809084,0.0760594553034048,1233.19043267387,1247.91369851082,1.00883460679318,0.498165140022155,0.317184035997249,0.124382509132525,0.093986894391971,0.0766749718394624,1258.52349892088,1312.50880698969
29,1.03230643824637,0.47534095447646,0.272838016348745,0.117104498363304,0.0900040363409277,0.100873207821427,1289.81296638395,1304.5362322209,1.04897463152004,0.455266674793978,0.274301821089722,0.114421770475426,0.0884890502022444,0.100889777157716,1312.59516997186,1327.31843580881,1.11004958671047,0.377386322277261,0.267861210193879,0.10803369534114,0.0764401976832143,0.101145888881377,1935.60805687565,1945.42356743361,1.02144357548619,0.486312416517884,0.273697263271285,0.120246823421329,0.092488886098642,0.100371488017077,1407.02885902937,1421.75212486632,1.02946907003799,0.477120229492392,0.274914436059587,0.118247309165095,0.0923389129477749,0.100379829851618,1405.84725345864,1459.83256152744
30,1.09240137285995,0.44539947761514,0.23470250818377,0.143370013325605,0.102868406154793,0.0767378805505027,1268.63967186996,1283.36293770691,1.10901505344608,0.427792920970932,0.234475745924699,0.141367356715432,0.101228261036205,0.0763190531778817,1287.58518331007,1302.30844914701,1.14932491978546,0.362946661773953,0.237487242655981,0.13099195109386,0.0839240563610291,0.0748339832841149,1974.68936119586,1984.50487175383,1.07839446003977,0.45515139202388,0.238570018991942,0.144873357473399,0.102053226978216,0.0772689813238747,1421.48494598517,1436.20821182211,1.09300609285566,0.442119751543308,0.236774061235927,0.141715537682636,0.099789936079147,0.0770199841861214,1427.0108342231,1480.9961422919
31,0.877221002418162,0.589441268060796,0.250413835030266,0.107248615466904,0.0832297730488792,0.103555713324544,1304.25279490168,1318.97606073862,0.886953888065255,0.577790540645556,0.248382103183726,0.105010059251916,0.0815892696976206,0.103166398549423,1319.53609384185,1334.25935967879,0.955532836666178,0.484676407704145,0.236214031836083,0.0909549284682912,0.0656170119668583,0.102951338866338,1972.82318148827,1982.63869204623,0.868340932002147,0.598173962888718,0.248432633449449,0.108413932570986,0.0841727087795287,0.103159544574332,1443.98326777827,1458.70653361522,0.878538306029196,0.588179366471943,0.247451602077272,0.107681553801059,0.0840438302420703,0.103652768895906,1424.74211485995,1478.72742292875
32,1.10539173233473,0.461151476461006,0.104803439291001,0.133497326334907,0.0785662530302959,0.111316126057728,1243.95131989511,1258.67458573205,1.11682665638535,0.446088996417755,0.106962084787043,0.132028776650889,0.0760508674129796,0.1108443952136,1254.89183354109,1269.61509937803,1.17382218601091,0.367374754452614,0.117190865204309,0.131921152281361,0.072352719612465,0.11042470527232,1961.81581658115,1971.63132713912,1.09656307244089,0.471611344362009,0.104467024657487,0.135502855835572,0.0811192857556399,0.112091045007307,1371.33587064352,1386.05913648046,1.10114575010881,0.466240357199809,0.104122311568388,0.13457203328303,0.079772326497176,0.111455077945782,1378.12977390099,1432.11508196979
33,0.922238793756881,0.600103492778405,0.174226481418391,0.122349287835185,0.0779225966117468,0.0936158608730401,1286.13457711853,1300.85784295548,0.945494833506198,0.574376510843094,0.175375979150558,0.123442677710353,0.0769823308238449,0.0931956755881277,1298.09809032003,1312.82135615698,0.954263848718938,0.522160290679903,0.176002472380733,0.119003757163504,0.0642715126036476,0.0958718377076943,1955.71454876898,1965.53005932694,0.902157292230075,0.619841157241698,0.17257924738343,0.123593942103805,0.0796949747386964,0.0945373596150247,1410.52155460384,1425.24482044079,0.91653721652861,0.605176370062867,0.173798465089426,0.12552982439161,0.0811974591343038,0.0936649314101896,1406.15619442624,1460.14150249505
34,0.9691458945549,0.546096946510314,0.215539855527059,0.112260085676724,0.0980853522925785,0.106140111744796,1175.05705635924,1189.78032219618,0.979208818228873,0.53287754428592,0.217057905056392,0.111338796266013,0.0965657807561828,0.105970560757541,1192.77770616405,1207.50097200099,1.06330132335955,0.417598164928326,0.235899321333083,0.107898744948194,0.0845488588480014,0.106064724481097,1925.62123905315,1935.43674961111,0.956029578524986,0.55735391380361,0.216703201274939,0.114415825327453,0.0997507010882755,0.105346724621056,1309.03296305687,1323.75622889382,0.965463655941103,0.548745732815049,0.215826635198455,0.114068600625798,0.100083402749137,0.105545216531768,1287.19839370537,1341.18370177417
35,0.940270562951706,0.527394688064386,0.304783878668518,0.114360742335941,0.0870773570328714,0.0975930573456816,1334.22420760387,1348.94747344082,0.966322675282282,0.50151911962066,0.30611621560504,0.113548596297382,0.0853137711735448,0.0983529312462532,1335.27145615778,1349.99472199472,1.01588416242887,0.424039393228246,0.313480671118352,0.109875150808742,0.0781365974845518,0.100669509262655,2006.69907933294,2016.51458989091,0.919050607985396,0.546427499261741,0.302625866222082,0.11472094706995,0.0884805499790469,0.097425827426831,1445.11134800756,1459.83461384451,0.938808852606289,0.528694248819922,0.304144290480171,0.113588088894196,0.0864278974092689,0.0979680670123735,1432.94351176102,1486.92881982982
36,0.889878339895536,0.566133415875444,0.32108238189537,0.10271749680528,0.0864489661090588,0.0794166811340668,1257.45712751489,1272.18039335184,0.907087086625833,0.546776421229307,0.321203238022112,0.100608646322551,0.083318569818515,0.0793885750763312,1265.63329715466,1280.35656299161,0.950223469600466,0.465376255649355,0.33043784781749,0.0925450014144021,0.0676828191812481,0.0806792305428104,1971.52034088994,1981.3358514479,0.872939463147727,0.578687727130679,0.32419257950347,0.104675207960964,0.0887150883922276,0.0789920906197232,1450.32636601967,1465.04963185661,0.889379532316914,0.564303477762398,0.32096080999664,0.103191432025584,0.0870886785812554,0.0792526924467643,1399.09235741848,1453.07766548729
37,1.04259646374444,0.487211447938684,0.273872474005225,0.101679919670847,0.0801468773538122,0.0925000830764473,1271.19492561439,1285.91819145134,1.05647362654265,0.470689861424868,0.275294173660812,0.0981348274291217,0.075919180944725,0.0924600658106078,1279.54092733934,1294.26419317629,1.07131416042545,0.420480718779002,0.285178280810246,0.104717139783245,0.0778272347317816,0.0916701715137753,1964.62064250463,1974.4361530626,1.0357359916705,0.495004265009358,0.273906021907557,0.104330141417313,0.0835839904087448,0.0931537062799626,1370.43352525801,1385.15679109496,1.04055131371561,0.489697376791217,0.273703295135805,0.102819577384767,0.0807593418245107,0.0924439903768423,1387.49682355027,1441.48213161908
38,0.92496171830026,0.587718106460351,0.230877483970308,0.114565375971962,0.102276210063839,0.0910658656402907,1160.35383059885,1175.07709643579,0.930713273304251,0.577561126038926,0.231708161599098,0.113524625189111,0.100314033114062,0.0907793042231267,1187.60102996356,1202.3242958005,0.996662523973156,0.479400331583285,0.225892841045766,0.104106126521535,0.0801911443823745,0.0930217283571164,1917.98904466413,1927.8045552221,0.925646778532686,0.590623055558687,0.224643272284063,0.11579671242483,0.104934555280008,0.0921855620998846,1230.66679430863,1245.39006014558,0.926854520868987,0.588494229775427,0.225778509316991,0.114572444950985,0.103269255715846,0.0917363158058799,1303.72167498075,1357.70698304955
39,0.92269304333134,0.600905745832835,0.177195642505261,0.112127615780325,0.0822597229638442,0.0890575789073576,1249.9248112871,1264.64807712404,0.934528211852238,0.586319835764817,0.177264302517172,0.113756716352418,0.0826273064545934,0.089352639044634,1278.30688604416,1293.03015188111,1.03238593887277,0.465521123796399,0.173715886514237,0.114352425307357,0.0760792085729203,0.0914331007236219,1964.48863942171,1974.30414997967,0.911441749168696,0.611135808294312,0.177845861885865,0.110640080365328,0.08059805331239,0.0897564631975768,1351.01246622438,1365.73573206132,0.918957958538867,0.603964655402701,0.176267082560051,0.111549972070757,0.0813153314951567,0.0894987520973179,1407.90811567333,1461.89342374213
40,1.06298732729927,0.50742870093012,0.249400471880573,0.126778537813782,0.101011026295242,0.0926593268476618,1207.03189913612,1221.75516497307,1.0792399378689,0.488589990540272,0.247971815791705,0.121947703566184,0.0958217428797305,0.0920248918828759,1223.70111354386,1238.42437938081,1.08858450110715,0.438899848600247,0.251761778627791,0.105983051998991,0.0731002128427515,0.0894062366493902,1922.31868381887,1932.13419437683,1.05259827835217,0.521417763671695,0.244715295304832,0.131007233486398,0.106216437402023,0.0929188046718037,1301.01523107072,1315.73849690767,1.06145143893145,0.510631272697368,0.244991516385243,0.126979292487013,0.101804058730661,0.0927029672922467,1337.39165545403,1391.37696352284
