"sim","alpha_lognorm","beta_lognorm","gamma_lognorm","se_alpha_lognorm","se_beta_lognorm","se_gamma_lognorm","aic_lognorm","bic_lognorm","alpha_loglog","beta_loglog","gamma_loglog","se_alpha_loglog","se_beta_loglog","se_gamma_loglog","aic_loglog","bic_loglog","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","aic_expo","bic_expo","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","aic_weibull","bic_weibull","alpha_pwe","beta_pwe","gamma_pwe","se_alpha_pwe","se_beta_pwe","se_gamma_pwe","aic_pwe","bic_pwe"
110,0.965129183954597,0.54389623689524,0.283369417600204,0.103831371655008,0.0887075182279539,0.100915935232886,1206.36833926114,1221.09160509809,0.974105518932226,0.530695059440726,0.284708139094356,0.101181456646566,0.0836619319281135,0.101332141815279,1218.16245554089,1232.88572137783,1.00206001106434,0.4644932140801,0.279541524942836,0.100712542538064,0.0719571190273557,0.103294391664709,1914.57435240037,1924.38986295834,0.959991271001568,0.550682108873268,0.282056945325185,0.105973986351463,0.0923086386551971,0.100930343703419,1348.06140119628,1362.78466703323,0.965374627238134,0.543362955569383,0.279648804872884,0.104219432637004,0.0889863252819499,0.101964328021107,1345.55266490223,1399.53797297104
111,0.934089153211153,0.494081863269905,0.332768661224193,0.130536981360429,0.0973875994166346,0.0803380877023649,1255.01555098805,1269.73881682499,0.975295381159023,0.453595939012173,0.33529371638089,0.123564626848703,0.0889807373836725,0.0806083258859772,1255.53607074433,1270.25933658128,1.00869126639029,0.392232530683671,0.343846474668782,0.119839918768677,0.0790094448416613,0.0823365669454135,1974.85309562467,1984.66860618264,0.912098928140892,0.512510662883528,0.331241211534494,0.133518068207315,0.100849343891908,0.080811027379206,1418.5182555776,1433.24152141455,0.93343073717307,0.492770750712244,0.332892917336848,0.131367903316252,0.0979334700250124,0.0798640158470872,1375.07443294888,1429.05974101768
112,0.94019714611264,0.554353906290512,0.24391171388258,0.113293808806789,0.0754463150406436,0.0772578227258902,1299.85459781495,1314.5778636519,0.958115000033114,0.535097236709019,0.24333093658173,0.110491307466336,0.0732018710565173,0.0772952220131448,1325.77457821279,1340.49784404974,1.04144117117591,0.435038493935359,0.244427702748509,0.109235035895814,0.0710728763872672,0.0783305171080405,2020.35679201524,2030.1723025732,0.927064179398186,0.565751530184692,0.245225802660432,0.116507799645569,0.0787559682656069,0.0774951816142348,1435.83241211245,1450.5556779494,0.936867985552686,0.556535552752844,0.243765579460622,0.11391788810896,0.0766463738331276,0.0773109053035896,1441.26969724014,1495.25500530895
113,1.06030086348059,0.498221374013504,0.258876547515122,0.0951142151403835,0.0709016317006118,0.0700776814919839,1226.37699509402,1241.10026093097,1.07568946083915,0.479838713416822,0.261025406668269,0.0939611273472735,0.0679214816266641,0.0700961594938389,1251.43281806685,1266.1560839038,1.16464860697686,0.369138369726958,0.268161835119848,0.0898130511034417,0.0578871180756259,0.0705785716958377,1973.62478314865,1983.44029370662,1.04801479851525,0.510580785749775,0.258523970682262,0.0959617710931276,0.0734892203523903,0.0702291874075639,1327.49592787228,1342.21919370922,1.05375190779162,0.504300956317991,0.258403814234555,0.0954411393088711,0.07213373586279,0.0700488652181182,1373.89682176307,1427.88212983188
114,1.03999764614861,0.427609076446213,0.326047029055409,0.100572602530342,0.0703473224747332,0.0868500441432957,1324.93444985645,1339.6577156934,1.06607399732326,0.402474495179587,0.324452051617286,0.0967666939116865,0.0675450254821694,0.0867476095566053,1334.25753423204,1348.98080006899,1.08433252677111,0.354416191129993,0.330480011317949,0.0960301518246287,0.0594857576205724,0.0864124197719948,1976.47656330409,1986.29207386205,1.02086944440794,0.445188513842559,0.324475730464387,0.102782454924865,0.0722583513792965,0.0869876142029723,1468.85932938057,1483.58259521752,1.03997567288021,0.426596182907225,0.32546000218566,0.101828493143371,0.070943226768214,0.0867673974409469,1451.10481107814,1505.09011914695
115,0.975586586373671,0.477096309217386,0.248970811060396,0.0920986043613563,0.0662091374018342,0.0828736311598235,1291.05960060752,1305.78286644446,0.982792495029368,0.467773165236394,0.249259510341696,0.090465478247839,0.0642776346319766,0.0825897457514644,1302.87994992211,1317.60321575905,1.04927420314787,0.381757993974538,0.247199805134369,0.0926026751016553,0.05816420547854,0.0825355261066943,1985.81771393989,1995.63322449786,0.97706586410548,0.476662407230398,0.244348095093186,0.0949923071684543,0.0684963371061964,0.0833272181806882,1442.0829576792,1456.80622351614,0.982171861407057,0.470504510593914,0.245239427630154,0.090990185447292,0.0650865289108735,0.0831987660684132,1411.6621729746,1465.6474810434
116,1.06314235859423,0.473701322634242,0.269741031656335,0.133531246213504,0.082680289229289,0.0878227776513317,1284.43114006123,1299.15440589817,1.07810579077528,0.457448581013984,0.270485973856228,0.134014291171763,0.0832638138041823,0.0883561200907417,1286.58602057024,1301.30928640719,1.11090679654892,0.408577373250437,0.249924359658711,0.132123894624142,0.0776106588549707,0.0900207412765684,1997.57268632794,2007.3881968859,1.05526788573224,0.482132889807792,0.264969036820576,0.132807531466078,0.0816042517322553,0.0871436116920996,1420.13398521896,1434.85725105591,1.06179583719423,0.474669809418969,0.267641630617329,0.132898433369136,0.0818584645470214,0.0879286207659182,1417.40302821382,1471.38833628263
117,1.01649176513691,0.427237040312279,0.294728593386304,0.111035785414981,0.0723813088052893,0.0982626570328788,1284.70165240244,1299.42491823939,1.04661010966406,0.398398428896792,0.293551600320043,0.107824950354335,0.0703317416387557,0.0977804200900392,1292.91709821778,1307.64036405473,1.10488174798351,0.321685215491841,0.294109810706933,0.0988974199021372,0.0607587114466588,0.0992398825779752,1966.26734137393,1976.0828519319,0.998887096770549,0.444772177670434,0.292622485699276,0.112538659816881,0.0737012327894291,0.0998483440527262,1394.67843754952,1409.40170338647,1.0178323009243,0.426815981844851,0.292232019260912,0.11147341540015,0.0742954138129422,0.0989708290343072,1388.84642328315,1442.83173135195
118,0.974171860385648,0.537879461573702,0.276453351339301,0.103027318852666,0.0731627702038311,0.0848984394779285,1303.75376622486,1318.47703206181,1.00836488514573,0.504120702634481,0.278338649365047,0.102027582002007,0.0720342575256344,0.0847244025034613,1320.57505931952,1335.29832515647,1.07330992741364,0.421499346198493,0.271560494872949,0.102136249484525,0.0648582646445842,0.0847337397537731,2003.16839501773,2012.98390557569,0.953772386570535,0.558113813302569,0.272205788432649,0.103397951579628,0.0734373184762637,0.0846905788262579,1431.57515691352,1446.29842275046,0.974172046616161,0.538426281250179,0.271492322833394,0.101989422049613,0.0715516348536464,0.0846291328061292,1419.61946413387,1473.60477220268
119,1.05614665785693,0.478600638500632,0.268666436292963,0.0929305505244865,0.0728496417838515,0.0753389372115464,1230.25737405015,1244.98063988709,1.06746527664799,0.464650903047328,0.270026220477776,0.0920128328758001,0.0705601927157893,0.0750675362347644,1247.75816159282,1262.48142742977,1.09674382751434,0.406229956955689,0.27661478886912,0.0967352707614077,0.0689527420863737,0.0752234333011712,1954.88049757328,1964.69600813125,1.04983519117959,0.485406218071079,0.265818998479743,0.0944829187540722,0.074333175409687,0.0754135454100327,1380.08966062107,1394.81292645802,1.05687583577412,0.477883252672771,0.264543916350097,0.093400324173581,0.0730225715934507,0.0751946335063439,1373.0933574564,1427.07866552521
120,1.04511090531685,0.489190094813864,0.257325392369048,0.119034747412479,0.0895420112446458,0.0823445336116432,1218.68035147733,1233.40361731428,1.0585005156706,0.473082177932243,0.260395650280713,0.116865175169164,0.0863478191547255,0.0820984909756646,1232.10036339345,1246.8236292304,1.13505577451384,0.375833526957847,0.261155100827174,0.120756970180225,0.0815079265154738,0.0834799459967534,1955.36886500271,1965.18437556068,1.03860196045565,0.496024262657126,0.254545384600869,0.121813205286758,0.0926110431493286,0.082716881138826,1354.4969742105,1369.22024004745,1.04537110205783,0.48834596912234,0.255991883574805,0.119935388058274,0.0896104494314803,0.0825884485246575,1353.6925190168,1407.6778270856
121,1.10179746591432,0.407018480387581,0.21434568794585,0.114523638039482,0.079000083081031,0.0927534152535812,1259.59700844548,1274.32027428242,1.1190367598549,0.388001498497562,0.215903748716543,0.111910138573015,0.0759216954787148,0.092807374676803,1277.96614860462,1292.68941444157,1.20539431455058,0.291286184222057,0.215430625660487,0.102474513140987,0.0650303493862959,0.0941404903556829,1987.22952077893,1997.04503133689,1.08902784270771,0.41946510441281,0.213168088778995,0.117840894008856,0.0826209898125073,0.0932990159778943,1387.12236903789,1401.84563487484,1.10391378397186,0.404685483130171,0.212992788798583,0.114971285887625,0.0791341622137922,0.0935936018529273,1404.609734718,1458.5950427868
122,0.969759361091384,0.464134713413416,0.377044825552697,0.117364126015183,0.0846873904273104,0.0843559168780603,1271.72446637881,1286.44773221576,0.985680524686787,0.445787149589464,0.37892341624544,0.115814977113214,0.0816111652644861,0.0838732255780124,1279.37959367355,1294.10285951049,1.03179357541271,0.375584869004728,0.38924934391606,0.102619501904101,0.0662465168234653,0.0841439947173513,1973.17935979791,1982.99487035588,0.953660818236189,0.481321013840747,0.374434812816802,0.117843601395612,0.0870477315468445,0.0843533332172292,1375.80005932095,1390.52332515789,0.965327905717577,0.469465209370872,0.374228961392528,0.116990753404644,0.085225208995625,0.0841971881754679,1400.27066999182,1454.25597806062
123,0.921922533431285,0.59051525760636,0.198329517846246,0.113273404680753,0.0773315750134219,0.0842722979343227,1265.78708874844,1280.51035458539,0.928766301791677,0.57861630024672,0.199981357832352,0.113217831292869,0.0766359200694424,0.0840571915136335,1282.17401693365,1296.8972827706,0.990271491592234,0.486329836145851,0.200909649573321,0.105803772923927,0.0665431010791852,0.0850868627723198,1953.83920471329,1963.65471527126,0.914997063828646,0.597475877207606,0.197761022595344,0.113207982367416,0.0775489929011662,0.0842724644108557,1412.81525000628,1427.53851584323,0.921247106296371,0.589060472492805,0.198111807047233,0.113459733290872,0.0771549135519395,0.0840706731443075,1403.15578914139,1457.14109721019
124,0.9638433610691,0.508295131889242,0.302137834657517,0.096176895794016,0.0819074728325055,0.0911338381802782,1277.1777806775,1291.90104651445,0.973130200524884,0.496236733085915,0.303830271414175,0.0952791253787039,0.0812983271483708,0.091250268144945,1293.29642029345,1308.0196861304,1.03538583282989,0.409994840138483,0.295791048375207,0.0892212711687398,0.0655908491302346,0.0902292172468582,1956.00672091122,1965.82223146918,0.957751472197173,0.515364004742008,0.297629074371817,0.097541521029677,0.0826106783201971,0.0927270565913787,1388.43879800352,1403.16206384046,0.962690825894936,0.50979854221851,0.29873742880896,0.0962319818452206,0.081927966820375,0.0928642912156375,1397.57679112469,1451.56209919349
125,1.07712682008437,0.513683124005096,0.155732369520978,0.123449481139653,0.0916671342595099,0.0852301894459732,1243.0327639804,1257.75602981734,1.09003620811202,0.498264231651512,0.156105134509335,0.117995289785473,0.0847926073759517,0.0849824377749213,1252.78494791815,1267.50821375509,1.14170095399876,0.417544708782473,0.166292759844851,0.109484786253906,0.0718884418633148,0.087407815712498,1944.76920394185,1954.58471449981,1.06848447788285,0.521626967018823,0.156102675972038,0.126901041087465,0.0955553231429619,0.0854760390013243,1363.29867477144,1378.02194060838,1.07914484589428,0.51154103716385,0.153406025998918,0.122054144867026,0.0907285501723968,0.0850558185550054,1373.60015160419,1427.585459673
126,1.06529934436757,0.463975723981713,0.290192315868042,0.104280251810977,0.0865792645771221,0.0962207494055994,1251.91566131858,1266.63892715553,1.09498613124115,0.434628808436726,0.291362072561147,0.103406591064278,0.0849492954726941,0.0964544147700062,1271.52611213727,1286.24937797421,1.15292706468843,0.355393344965315,0.297829619710999,0.0900926177528956,0.0662933294886405,0.0968330142855934,2004.99612320899,2014.81163376696,1.04213190101975,0.484500346549651,0.289605673003697,0.105703340007273,0.0874415434245052,0.0957058900731914,1401.87104135608,1416.59430719303,1.06050499444627,0.467798982363608,0.28882247221823,0.105223226043356,0.0871211310751626,0.0960028604226463,1390.32612567443,1444.31143374324
127,1.07423947207881,0.468420006938524,0.259453167944641,0.116107863615293,0.0738539997955465,0.0703571521012711,1223.82309661715,1238.54636245409,1.09585864633402,0.446381585011548,0.257841796082036,0.115977496814429,0.0729947603118813,0.0703412837838583,1243.74718537916,1258.47045121611,1.1730358927549,0.348271299590001,0.256850405348564,0.120522122149331,0.0695793766900679,0.0697435762181047,1921.23676085185,1931.05227140982,1.05406255715367,0.486217850600751,0.262651207570849,0.116693680803902,0.0747852137034223,0.0708741381375521,1342.80794629204,1357.53121212898,1.07153811315308,0.469914430208012,0.260183183143302,0.118359461492228,0.07513619113474,0.0713810430015852,1342.89206349568,1396.87737156448
128,0.818865279987774,0.573822099277491,0.26401599870038,0.110273702128386,0.0913573947049868,0.0809633343197175,1242.5153952458,1257.23866108275,0.820195576934631,0.569744050746506,0.264736849749074,0.109543424142613,0.0904479531584208,0.0807106525808674,1262.45477154388,1277.17803738083,0.885034048768676,0.475925414462995,0.268930140094644,0.106852847893109,0.0771888976098305,0.0807819909732793,1966.9823398319,1976.79785038987,0.818577680371798,0.574081329896528,0.261919473688331,0.110735023896407,0.091180058318805,0.0816918732085888,1367.53348106422,1382.25674690117,0.819316289176335,0.57307244581354,0.262870778778631,0.110449765660974,0.0914372615081985,0.081464341668679,1366.56069953658,1420.54600760539
129,1.00582125153926,0.485360830265863,0.201521570440466,0.114308453261109,0.0878913180432533,0.096273331702049,1202.22009283184,1216.94335866879,1.02338481758635,0.464781469827392,0.203222656318755,0.111904113273654,0.0841795473525315,0.0961244048154244,1227.2334651944,1241.95673103134,1.03875421630676,0.414328971671151,0.205507540130942,0.110628952857024,0.0726498221237647,0.0977731061864789,1931.36644522211,1941.18195578007,0.980820379659626,0.507827267411803,0.201478867147848,0.117166256108229,0.0897424248594825,0.0963354815309539,1329.98638829526,1344.70965413221,0.999747915353759,0.489602667837334,0.201549091971956,0.115290577290107,0.0875348299847956,0.0965961646302882,1365.42114402706,1419.40645209587
130,1.03167419658223,0.507288265832832,0.149523481061754,0.0963906070178464,0.0637324408219899,0.0823087931714217,1310.67781827832,1325.40108411527,1.0582084504386,0.481356820279492,0.148640087070898,0.0914628814231624,0.0610540015667641,0.082990068738872,1323.00998723323,1337.73325307018,1.10700804929798,0.408232334400737,0.153233359137078,0.0884477515872425,0.0536351392750875,0.0821769210467064,2016.89204417042,2026.70755472838,1.01419190077969,0.522151296513943,0.150002215110884,0.0997068245877856,0.0657523083703508,0.0811201253399169,1460.78129159487,1475.50455743182,1.03121188352126,0.506173807823811,0.149475928654888,0.0962001161231056,0.0628853185386214,0.0821367239328981,1444.05842083688,1498.04372890568
131,0.996141697494188,0.493080462856645,0.267353899335894,0.126761799310557,0.0898328642172855,0.0741943851525563,1190.88411679371,1205.60738263065,1.01285263219185,0.474408579027633,0.268296281893965,0.123536603705407,0.0856560864223682,0.0746169736306404,1214.19636172125,1228.9196275582,1.11685727914775,0.35341973297486,0.264459044620027,0.109980849037122,0.0687565064751082,0.0767492162271696,1923.85806063063,1933.6735711886,0.984021830416519,0.503776892142121,0.268883735759692,0.128987879060249,0.0924826665455442,0.074302274116411,1312.96053959039,1327.68380542734,0.991684135269153,0.49577761865234,0.269109359854445,0.126069123109875,0.089243436376584,0.0742246492708645,1323.61517101074,1377.60047907954
132,1.00896446527582,0.53826922138155,0.1504618345192,0.102176217704722,0.0810846755106259,0.0944236766751208,1219.55383347897,1234.27709931592,1.02797901671267,0.516702148570862,0.152289387146611,0.101805859981344,0.0811441404228025,0.0945456215284518,1236.95248734383,1251.67575318078,1.09849098270176,0.426248624197936,0.14888722335557,0.0982093791485254,0.0712865638973756,0.0939275004191942,1972.06494755164,1981.8804581096,1.00040678971832,0.546838969743749,0.147508875252941,0.102764543863174,0.0813273479820928,0.0936037988046246,1370.50951775832,1385.23278359527,1.00876563775556,0.538161698377472,0.147711479454673,0.101544104239925,0.0811714598634569,0.0942932116071461,1379.35553646618,1433.34084453499
133,1.05167662403044,0.495178943425894,0.257049318653491,0.139164656476755,0.0959907024500094,0.0821670847929184,1247.2454593194,1261.96872515634,1.07751296395497,0.468309585085411,0.258454817931951,0.138032028431501,0.0946630562689227,0.0824749157467897,1271.03650934076,1285.7597751777,1.14088033654815,0.384418539804678,0.260180478714883,0.135391437179291,0.0809095421973137,0.0833861786214253,1961.51612844164,1971.33163899961,1.03512857456663,0.509423506761527,0.256969028966655,0.139283422384433,0.0958539481964007,0.0822579548600486,1385.97663027302,1400.69989610997,1.04837442146652,0.497298182390517,0.256945653990574,0.138283969419015,0.0948050271232311,0.0820893106585185,1407.19240890473,1461.17771697353
134,1.07283516193325,0.395084428262915,0.272862140791091,0.115829723400977,0.0997940783690366,0.074429850133934,1141.93086804598,1156.65413388293,1.07841437006117,0.38793029423079,0.273695182552751,0.11392815012764,0.0971287932494738,0.0742883268004888,1145.33243815721,1160.05570399416,1.12816455679596,0.317830944995652,0.275197452350017,0.11441759761853,0.0908937045639603,0.074044555256324,1913.1055963752,1922.92110693316,1.06936787052528,0.398462669533399,0.271533808907337,0.117458209356788,0.102046604937233,0.0743971097474928,1268.59932434348,1283.32259018043,1.07457978924324,0.392753262354913,0.271710002243454,0.115212813395858,0.0992576800928446,0.0742606380034737,1270.45581950977,1324.44112757857
135,1.00590538655214,0.46860406561989,0.297847180755329,0.143671123215888,0.0914904653692405,0.092826946144935,1368.36395745186,1383.08722328881,1.01333433603686,0.458987538450789,0.297230271603826,0.142631997889381,0.0900699897194875,0.0927806334825489,1392.32879578804,1407.05206162499,1.05594952344843,0.387204636202291,0.305639820174012,0.133315179205816,0.0772088159382043,0.0926675664049958,2007.11821993702,2016.93373049498,1.00093274077897,0.472539395971445,0.296231554572426,0.142499788815737,0.0907842224143352,0.0915984405291477,1527.9090587035,1542.63232454044,1.00662301928806,0.467610935900199,0.296310246029742,0.142714138686958,0.0908752273105941,0.0920026753852798,1523.76870638071,1577.75401444951
136,0.934631268332026,0.489126966158975,0.31450515422573,0.128070720089363,0.066631494176611,0.110833155651753,1327.06286516774,1341.78613100468,0.948131569430154,0.47363185737842,0.314345764911595,0.123186056270354,0.0628066048695063,0.111512634295498,1347.03423061375,1361.7574964507,0.984880094058675,0.415692174650528,0.3143162905738,0.125032815538121,0.0620287966440208,0.112136892023519,2019.68720482289,2029.50271538086,0.924853271465445,0.498637291688353,0.314969337559674,0.131113357170993,0.0694931322341758,0.110737671325866,1439.47638039523,1454.19964623218,0.930957378664846,0.493110267025818,0.313114920684797,0.128715441994372,0.0675261340883288,0.110701440435519,1460.11645648754,1514.10176455634
137,1.04041759917376,0.513159228418514,0.225524570441558,0.0962395291253511,0.0681151293468198,0.0872944093052275,1236.51654007138,1251.23980590833,1.05792950453532,0.492431613509421,0.228024799821434,0.0957949512784994,0.0661235182221091,0.087363870609945,1248.33501052417,1263.05827636112,1.09956916308988,0.412443396931894,0.247870249558759,0.0921456038462497,0.0561183773060588,0.0864103156699507,1933.6105294317,1943.42603998967,1.03218449415147,0.520115613203678,0.228395255065385,0.0977019345766435,0.0705661330615193,0.0876767115640697,1353.04286929489,1367.76613513184,1.04135663609853,0.508843701615515,0.230380472581755,0.095632838926346,0.0681087707861653,0.0875430011331194,1370.44447004926,1424.42977811807
138,0.836371783829895,0.664419243902676,0.278543393516318,0.118551091950659,0.096077221634517,0.0906222732822255,1189.24350788734,1203.96677372429,0.852474824868275,0.644837938999883,0.280863341315341,0.11754988908827,0.0947741200054854,0.0901699698140225,1201.55099858984,1216.27426442679,0.959933935201579,0.511114621721798,0.275951186496813,0.118178340484634,0.0882854642613308,0.091268326836777,1928.43540727451,1938.25091783248,0.826979214822015,0.67479013431413,0.275870868849882,0.119496608750759,0.0979902935475384,0.0903681118875353,1308.31759574408,1323.04086158103,0.834273970898529,0.665765406658886,0.27813812826372,0.118836619856674,0.0971502621117648,0.0901455014832757,1316.12034986125,1370.10565793006
139,1.08930931994676,0.420989181403708,0.245403353480321,0.137281092654244,0.0966643423354067,0.0855275017105279,1232.39840378216,1247.12166961911,1.11590736434954,0.395223473686508,0.246242241021892,0.137462253940773,0.0958757438862967,0.0857042854719301,1243.53998199104,1258.26324782799,1.17498440682403,0.318597053470198,0.250022533873791,0.126524091994029,0.0795038161580723,0.0838205452014368,2001.14313903991,2010.95864959788,1.06498720376551,0.442448935919537,0.244847764206148,0.137307805916533,0.0973453042254089,0.0859365007066021,1379.91111069441,1394.63437653136,1.0944807361566,0.415431660473817,0.244830098957076,0.140465462824797,0.100380280529339,0.0858129306468682,1380.58314025104,1434.56844831984
140,1.00137390247897,0.45992810096164,0.244499332870486,0.119145333183565,0.0728666696444593,0.0979122454108697,1287.32462480796,1302.0478906449,1.01028182631561,0.449018622531023,0.244559403866464,0.114168266921905,0.0671804725182722,0.0975048216038088,1305.57297310211,1320.29623893906,1.05803230520131,0.376462840503439,0.253085720956569,0.120510167610592,0.0656225109100715,0.0967310416226808,1983.60803516431,1993.42354572228,0.997899219636123,0.461222527604467,0.247042282004698,0.124671900560152,0.0784367781417793,0.0979741307654939,1448.08120558677,1462.80447142372,1.00250272589211,0.456684502936292,0.244743418786525,0.120139788350405,0.0732452805553183,0.0980511424495712,1431.20831660155,1485.19362467035
141,0.969870824303477,0.534180415896118,0.187470615125378,0.120916607407227,0.0919261036932935,0.0848151543892235,1284.75961306913,1299.48287890608,0.99216544594909,0.511109204205905,0.186517611097829,0.120469626522603,0.0906557821537012,0.0852855984582547,1306.55200452295,1321.2752703599,1.04479156689607,0.437555930591676,0.186438993045128,0.116786472558623,0.0817457456747369,0.0859106512978108,2000.00481610952,2009.82032666748,0.950996584621334,0.549784687725307,0.191117860105989,0.123202344168115,0.0936708201043259,0.0848122074597018,1406.31657430477,1421.03984014171,0.961871469625936,0.540737512353639,0.189028341319514,0.121062158642593,0.0922311047435446,0.0846222477222804,1431.31065920964,1485.29596727845
142,1.01279321674434,0.503287395919607,0.199673449708013,0.103333234394486,0.0724411976509723,0.116942167602758,1371.1713365986,1385.89460243555,1.04286734092151,0.473456160971226,0.201903415218195,0.0993391253929773,0.0694897882848105,0.117505476652622,1374.51421458159,1389.23748041854,1.09358286784456,0.405148678809798,0.197238862787403,0.104694187988259,0.0662782791541528,0.116510063913443,2032.63532550204,2042.45083606001,0.994662088961473,0.520531451965896,0.194493158693323,0.106791740352474,0.0745864514207611,0.117920722352274,1522.24589376902,1536.96915960597,1.01121894556355,0.505711537057583,0.194112316373809,0.102131643199962,0.0712304982015478,0.117485562571659,1494.40100042768,1548.38630849648
143,1.0415734182673,0.465002436659366,0.267327922712658,0.107815315153635,0.0802544131727686,0.110006648032851,1142.67569828547,1157.39896412242,1.05164991264721,0.45345410526565,0.268298277111547,0.106144779242237,0.0771150585094931,0.109890937770898,1162.86658122581,1177.58984706276,1.13259463142072,0.352934918330299,0.268819129278379,0.0973543729429796,0.0660339495424148,0.114593393461353,1973.83375267029,1983.64926322826,1.02989447458125,0.474772925923496,0.268340921987702,0.10926475946266,0.0829974796460597,0.110150757317173,1267.88242166877,1282.60568750571,1.03965476499376,0.465877634696962,0.266469303876204,0.107742997248752,0.080118558513535,0.110382843688444,1290.83735761859,1344.8226656874
144,0.932287843462953,0.569722329516474,0.222511989623942,0.106217162562185,0.0823272778988292,0.0878530498059618,1345.36994539525,1360.0932112322,0.95369046058912,0.545344944235214,0.225275465358843,0.100843582178155,0.0777881765410086,0.0885705272106632,1376.49027101215,1391.2135368491,1.00124361542127,0.473359975984607,0.215180776996804,0.0963400364547528,0.0689391963810402,0.0916104273075572,2003.36311885656,2013.17862941453,0.920265378153435,0.583264098264307,0.213170083247343,0.109081926083357,0.0851113314321151,0.0868699962942623,1503.42945831312,1518.15272415007,0.937550830850649,0.565824059758378,0.213560558523974,0.104927654331564,0.081836135653328,0.0881200322430547,1477.26315196225,1531.24846003105
145,1.07389789704344,0.486010745028122,0.149579584792791,0.112878957262793,0.09857619351591,0.0750256270888247,1212.05786213643,1226.78112797337,1.07481351221517,0.482351888713239,0.149138976408507,0.114010558003408,0.0991575507799406,0.0751276067567203,1228.08796896142,1242.81123479837,1.12979837111247,0.402279741207262,0.154821344059573,0.119994913855396,0.0974094109658116,0.0775717527617578,1947.34048858873,1957.1559991467,1.07031857456392,0.489474253442614,0.149163026856796,0.111571310340868,0.0973838762245626,0.075547668557438,1326.68556000044,1341.40882583739,1.07142106666988,0.48852365460652,0.149009363606984,0.112720049865694,0.0983488529901043,0.0753979748127653,1344.59875673541,1398.58406480422
146,1.07701495347814,0.4264295049903,0.195976014663922,0.125179854286759,0.0792495278001184,0.108713737761557,1270.96680865564,1285.69007449259,1.09197989550983,0.408826213634542,0.198674179475785,0.122193826115195,0.0751331525105047,0.108845290905193,1277.28026009635,1292.0035259333,1.14945006533813,0.336466072139415,0.189783595803949,0.122646592301597,0.0688434329081338,0.109036134161152,1975.69195563367,1985.50746619164,1.06352656464778,0.441200599145398,0.194864554612904,0.127540753556349,0.0827853364375045,0.10913378781127,1351.67704789375,1366.4003137307,1.07330117412653,0.430980958359142,0.19447159346536,0.125065485348248,0.0794694087235473,0.108702857807301,1393.37426590286,1447.35957397166
147,0.869135891247865,0.554956219998914,0.313339545357,0.13343852551274,0.0708160909423623,0.106728524659249,1299.75483806926,1314.4781039062,0.882021713950243,0.538404905876538,0.314572772297722,0.130842648635055,0.0678887249830534,0.105963257920177,1319.54059950762,1334.26386534456,0.942937503542201,0.453924809774359,0.303747332047961,0.121155827173553,0.057844666011012,0.103715761156759,1969.85925954086,1979.67477009882,0.868900636359088,0.558310058056967,0.307449620169411,0.135473183121387,0.0727627546898737,0.106512966413599,1435.60349646126,1450.3267622982,0.870056890974652,0.554226708770441,0.311064817126783,0.133440419881143,0.0710353734834526,0.10575089920788,1438.0378987141,1492.0232067829
148,0.913906779825538,0.515954806328104,0.331802676110555,0.123718345852855,0.0845108238863275,0.0816820669219837,1286.90557655705,1301.62884239399,0.935247396458544,0.491630668107462,0.334530001757361,0.12128614883493,0.0795767141213398,0.0814321008627705,1301.1546841989,1315.87795003584,0.973544486238752,0.41311326454592,0.346363735498627,0.121069056946731,0.0700361053332276,0.0816624243916399,1992.84576892063,2002.6612794786,0.897504451655369,0.532757019282037,0.328477686245631,0.125094584951967,0.088465294663194,0.0821598580926108,1448.13700449032,1462.86027032726,0.91514255054222,0.513791238066888,0.328565335909146,0.12249889029612,0.0844838148659761,0.0819364927119293,1438.87979434742,1492.86510241622
149,0.868233740469003,0.542095289862695,0.390529676546839,0.105368812948636,0.0840256855044742,0.0974725166746652,1218.69994842739,1233.42321426434,0.875663252135387,0.531939593600977,0.389806445156259,0.102437067075865,0.0793019148963498,0.0971958400146617,1239.95226092281,1254.67552675976,0.951065300397985,0.42676282665056,0.392202343975696,0.0906136950618874,0.0590024753599153,0.0957536139414706,1944.56067655793,1954.37618711589,0.860676450259119,0.548991589430952,0.392366171599014,0.108278249710464,0.0876783795231445,0.0983420620486058,1321.50289212344,1336.22615796038,0.865288688576886,0.544413502103488,0.390966223637441,0.105780326507437,0.0849369142073148,0.0980977936742411,1358.8601998431,1412.8455079119
150,1.04947033134564,0.530187776465019,0.200201950000549,0.131561105581578,0.085993645285212,0.0817979919009223,1274.11274062627,1288.83600646322,1.0676748120018,0.509926044063498,0.20096208773622,0.134682318292533,0.0878723300780404,0.0817813600241496,1289.56446740289,1304.28773323984,1.14523071417055,0.411687995864303,0.200388557989362,0.1337574282723,0.0771561434774331,0.0823378223439339,1936.24154159057,1946.05705214853,1.03295856403902,0.545601599670697,0.201616592602424,0.129857343213975,0.08514394277056,0.081742973292124,1362.35420163585,1377.0774674728,1.0420668434393,0.537150137274753,0.201023992389309,0.131526489985388,0.0866780382611871,0.0813376296034438,1386.4692643805,1440.45457244931
